location_key,district,region,population_density,terrain_type,distance_to_nearest_health_center,regional_health_policy
5736,Jacquelineland,Southwest,428,Mountainous,32.48949962403093,Policy A
5737,Lake Debra,Northwest,122,Hilly,2.2201290458352787,Policy C
5738,East Jessetown,Center,972,Mountainous,44.499771567149715,Policy C
5739,East Jill,Littoral,971,Mountainous,32.25906780257081,Policy B
5740,Port Keith,Far North,964,Hilly,32.35594611434275,Policy A
5741,Herrerafurt,Northwest,297,Flat,45.15771991888545,Policy C
5742,Lake Debra,Center,909,Hilly,25.663185157913485,Policy B
5743,Lake Debra,Adamawa,834,Hilly,20.82057369794625,Policy C
5744,Ericmouth,East,92,Hilly,43.373373238469654,Policy C
5745,Herrerafurt,East,426,Hilly,37.24981533763421,Policy A
5746,Jacquelineland,Far North,90,Mountainous,47.474295415762604,Policy B
5747,Lake Roberto,Far North,219,Flat,47.036033718871366,Policy B
5748,Lake Roberto,East,995,Flat,19.425145145731893,Policy B
5749,Ericmouth,North,261,Hilly,22.625821362000185,Policy B
5750,North Noahstad,Far North,542,Flat,13.171255212643533,Policy B
5751,New Roberttown,Adamawa,729,Mountainous,33.2020705123591,Policy A
5752,Jacquelineland,Far North,88,Flat,18.544827519399885,Policy A
5753,New Kellystad,Northwest,418,Hilly,39.41198200707972,Policy A
5754,Jacquelineland,East,806,Hilly,6.516762656180071,Policy A
5755,Lisatown,Northwest,200,Flat,6.261941132704422,Policy C
5756,New Roberttown,Center,160,Mountainous,10.620541380260146,Policy A
5757,Cassandraton,Southwest,529,Flat,4.672463327651967,Policy A
5758,Port Jesseville,Littoral,485,Mountainous,31.19156458007262,Policy C
5759,Robinsonshire,North,96,Mountainous,7.793961917828563,Policy C
5760,Port Jesseville,Adamawa,624,Mountainous,8.418164414648885,Policy A
5761,Jacquelineland,Littoral,786,Flat,1.2042970745937165,Policy B
5762,East Jessetown,Far North,415,Hilly,39.213455723868684,Policy C
5763,New Jessica,Far North,118,Flat,40.70865474346231,Policy A
5764,North Noahstad,Far North,348,Mountainous,8.520109610039766,Policy C
5765,East Jill,Adamawa,993,Flat,37.106459496227615,Policy B
5766,Jacquelineland,North,851,Hilly,21.9604835962893,Policy C
5767,New Kellystad,Center,345,Mountainous,12.359946706786872,Policy A
5768,New Roberttown,North,252,Mountainous,31.25853809965453,Policy B
5769,East Jill,East,110,Flat,9.334961680180697,Policy B
5770,Cassandraton,Southwest,995,Hilly,37.96573857882525,Policy A
5771,Herrerafurt,Center,879,Flat,2.8569537647423093,Policy B
5772,Lake Chad,Southwest,363,Hilly,47.97698117993176,Policy C
5773,Lake Chad,Far North,210,Hilly,4.057825058576912,Policy B
5774,East Jessetown,Northwest,380,Hilly,29.18269675281014,Policy B
5775,Lake Roberto,East,577,Mountainous,45.158617361057736,Policy C
5776,New Jessica,Northwest,387,Hilly,1.0892712079685922,Policy C
5777,North Judithbury,Adamawa,655,Hilly,25.176465818958324,Policy B
5778,New Kellystad,Far North,353,Mountainous,17.825344733378657,Policy C
5779,East Jill,Southwest,552,Mountainous,29.226443417766497,Policy B
5780,North Noahstad,Northwest,699,Mountainous,11.660140643514106,Policy B
5781,Ramirezstad,Center,387,Flat,3.7125112529703754,Policy A
5782,East Jill,Southwest,599,Hilly,31.48368532401099,Policy B
5783,Cassandraton,East,688,Flat,21.13403735492342,Policy B
5784,West Michael,Adamawa,324,Flat,31.31303416595837,Policy B
5785,Jacquelineland,East,213,Flat,10.921687768473225,Policy C
5786,Lake Debra,Far North,492,Hilly,17.26769251619735,Policy B
5787,Cassandraton,East,368,Mountainous,28.30322877354821,Policy A
5788,Ramirezstad,East,638,Flat,29.859082527074,Policy C
5789,Lake Roberto,North,553,Flat,18.929582984826126,Policy A
5790,Lake Debra,Southwest,735,Mountainous,14.362633678019543,Policy A
5791,East Jill,East,436,Hilly,14.048181159685495,Policy C
5792,New Kellystad,Northwest,919,Flat,9.147617895334472,Policy C
5793,Port Keith,Far North,882,Hilly,16.607545635314565,Policy C
5794,New Jessica,Center,937,Mountainous,10.372296682154387,Policy C
5795,Jacquelineland,Southwest,652,Mountainous,31.873862608382268,Policy A
5796,Ramirezstad,Northwest,799,Mountainous,28.668816412983436,Policy B
5797,New Roberttown,Littoral,825,Flat,19.438146771710542,Policy A
5798,Lake Roberto,Adamawa,740,Flat,16.628585986901026,Policy A
5799,Lake Chad,North,543,Flat,12.261902909634804,Policy A
5800,North Noahstad,Center,539,Flat,27.00518629348739,Policy C
5801,New Kellystad,North,770,Hilly,45.98568683511157,Policy C
5802,Lake Debra,East,122,Mountainous,34.44230104375239,Policy C
5803,Lake Debra,Far North,558,Mountainous,37.34852834476058,Policy C
5804,Cassandraton,Far North,439,Flat,41.80170425099218,Policy B
5805,New Roberttown,Littoral,668,Flat,17.905931180223515,Policy B
5806,Port Jesseville,Adamawa,906,Mountainous,3.6123512146671377,Policy C
5807,Jacquelineland,North,344,Hilly,31.316660764421393,Policy A
5808,East Jill,East,418,Hilly,9.839278415787616,Policy B
5809,West Michael,Center,845,Hilly,28.66766067478548,Policy C
5810,New Kellystad,East,914,Mountainous,37.10575654127471,Policy B
5811,Ericmouth,Littoral,743,Mountainous,39.29009595631791,Policy B
5812,New Roberttown,North,598,Mountainous,15.441036452252016,Policy C
5813,New Kellystad,North,698,Mountainous,25.8654450121811,Policy C
5814,Ramirezstad,Southwest,899,Hilly,31.23777226572102,Policy C
5815,Lake Chad,Adamawa,617,Flat,41.06429572418079,Policy C
5816,Lake Debra,Northwest,236,Mountainous,38.188738922694895,Policy B
5817,Lake Debra,Center,902,Mountainous,49.40477838837983,Policy A
5818,Port Jesseville,Littoral,819,Hilly,0.9001914882355386,Policy C
5819,West Michael,Northwest,494,Hilly,22.155727322725085,Policy C
5820,Lisatown,Adamawa,619,Hilly,13.174202075618329,Policy A
5821,Port Jesseville,Center,412,Mountainous,6.434722663671233,Policy C
5822,New Kellystad,Center,172,Hilly,45.62000874427564,Policy C
5823,Jacquelineland,Southwest,237,Mountainous,49.89912227173647,Policy B
5824,Lisatown,North,791,Hilly,9.43951229128382,Policy B
5825,West Michael,Center,729,Flat,2.402452943667498,Policy A
5826,New Jessica,East,469,Mountainous,14.115195160184768,Policy B
5827,Ramirezstad,Far North,675,Hilly,41.825664944286586,Policy A
5828,Lake Roberto,North,301,Hilly,15.047559118366179,Policy A
5829,Lake Roberto,East,668,Hilly,3.316623284632267,Policy A
5830,New Roberttown,North,598,Hilly,3.0983631056749803,Policy A
5831,Ericmouth,North,384,Hilly,21.657428717287104,Policy C
5832,Lake Chad,Adamawa,141,Flat,46.625373291550176,Policy A
5833,Cassandraton,North,579,Mountainous,14.653061861161781,Policy C
5834,Jacquelineland,Center,915,Mountainous,21.644305194701666,Policy A
5835,New Roberttown,Littoral,112,Flat,5.545723366439123,Policy C
5836,East Jessetown,East,711,Mountainous,24.931853266814564,Policy C
5837,Lake Chad,East,561,Mountainous,34.97907968214235,Policy C
5838,Lake Chad,Far North,188,Mountainous,13.92194287827237,Policy B
5839,Herrerafurt,Center,747,Mountainous,15.187209772169895,Policy A
5840,Herrerafurt,Littoral,234,Flat,42.17776375761043,Policy C
5841,Lisatown,Northwest,254,Hilly,1.0130042561852657,Policy A
5842,Cassandraton,Far North,821,Mountainous,32.005300073229805,Policy A
5843,Herrerafurt,North,263,Flat,19.99728942961004,Policy C
5844,New Jessica,East,305,Hilly,15.269835421292715,Policy A
5845,North Judithbury,Adamawa,184,Mountainous,33.05089469607192,Policy A
5846,North Noahstad,Northwest,622,Flat,41.81609182859041,Policy A
5847,Robinsonshire,Northwest,924,Hilly,28.14040975826935,Policy B
5848,Herrerafurt,Southwest,871,Mountainous,2.0391837861812725,Policy B
5849,New Jessica,Littoral,137,Flat,23.339358945866014,Policy C
5850,Port Keith,Far North,885,Hilly,23.406617074251667,Policy B
5851,New Jessica,Adamawa,256,Hilly,27.41802549282809,Policy B
5852,Lake Debra,Far North,178,Mountainous,33.712465601655836,Policy A
5853,Port Keith,Southwest,872,Flat,1.456260974949852,Policy B
5854,East Jill,Center,52,Mountainous,25.34962490778765,Policy C
5855,Lake Roberto,Center,983,Mountainous,29.62123458433924,Policy B
5856,Lisatown,Adamawa,803,Hilly,17.49599262759457,Policy C
5857,Herrerafurt,Center,170,Hilly,33.584078716226436,Policy B
5858,Lake Debra,Northwest,434,Mountainous,11.79479699789397,Policy A
5859,New Roberttown,Southwest,663,Mountainous,16.209930486838854,Policy B
5860,East Jessetown,Far North,87,Mountainous,48.15638969750414,Policy C
5861,East Jill,Southwest,390,Mountainous,17.729483357626435,Policy C
5862,Lake Roberto,Far North,974,Hilly,17.65179392460438,Policy C
5863,New Jessica,Northwest,694,Flat,29.986191473244205,Policy B
5864,Lake Debra,Far North,763,Hilly,48.56327882807298,Policy A
5865,North Noahstad,Adamawa,909,Mountainous,49.16248207467352,Policy B
5866,North Judithbury,Southwest,70,Flat,29.193069201977647,Policy A
5867,Cassandraton,Center,291,Mountainous,0.5538074803441604,Policy C
5868,East Jessetown,Littoral,504,Hilly,45.082499263035785,Policy B
5869,North Noahstad,Northwest,670,Mountainous,28.726779246563883,Policy C
5870,Port Keith,Center,352,Mountainous,18.616822210351824,Policy B
5871,Port Jesseville,Adamawa,645,Hilly,41.545159480288945,Policy A
5872,North Judithbury,East,644,Hilly,20.29170673783515,Policy C
5873,Cassandraton,Littoral,852,Flat,2.1852030569131013,Policy A
5874,Lisatown,Southwest,118,Mountainous,41.143075041322426,Policy A
5875,West Michael,East,178,Flat,27.520040350478233,Policy A
5876,Lisatown,Northwest,245,Flat,17.238105142097712,Policy C
5877,Lisatown,East,189,Flat,12.919172629515634,Policy B
5878,West Michael,Littoral,493,Mountainous,29.892974241063566,Policy B
5879,Ramirezstad,Littoral,332,Hilly,10.798452637142457,Policy C
5880,Ericmouth,East,361,Hilly,16.53061888457166,Policy A
5881,West Michael,North,795,Flat,32.008250315992186,Policy B
5882,Port Jesseville,North,584,Flat,44.13645029509363,Policy B
5883,New Jessica,East,714,Flat,26.87807125538414,Policy A
5884,Lake Debra,Adamawa,326,Mountainous,38.07576671580508,Policy C
5885,North Judithbury,North,110,Hilly,38.27149988627057,Policy A
5886,New Kellystad,North,368,Mountainous,33.38552065663965,Policy B
5887,Jacquelineland,Northwest,939,Flat,12.668997715185624,Policy A
5888,Ramirezstad,Adamawa,101,Flat,43.40603560843697,Policy C
5889,East Jill,Southwest,905,Flat,22.09564495415854,Policy C
5890,Ericmouth,Southwest,202,Mountainous,2.688431824817178,Policy A
5891,Robinsonshire,Center,798,Mountainous,12.608327168441495,Policy A
5892,East Jill,Far North,360,Mountainous,38.39464352791613,Policy B
5893,North Noahstad,East,863,Flat,3.9221001229657237,Policy C
5894,Lisatown,Adamawa,593,Mountainous,7.794537906668104,Policy C
5895,New Jessica,North,616,Hilly,34.86422739406437,Policy B
5896,Ericmouth,Adamawa,913,Mountainous,44.68373909151325,Policy C
5897,East Jill,East,438,Flat,31.869734250353023,Policy C
5898,Port Keith,Far North,597,Mountainous,11.503407164562953,Policy B
5899,North Judithbury,Center,671,Mountainous,3.143981280852656,Policy B
5900,New Roberttown,Adamawa,226,Flat,30.94876583624043,Policy A
5901,New Kellystad,Adamawa,411,Flat,2.846229607592617,Policy B
5902,Ericmouth,Littoral,363,Mountainous,30.829741571116973,Policy B
5903,Herrerafurt,Northwest,856,Mountainous,11.666207235974206,Policy A
5904,East Jessetown,Southwest,897,Mountainous,45.28047508923707,Policy A
5905,North Judithbury,Southwest,146,Mountainous,24.017087090124413,Policy C
5906,North Noahstad,Southwest,930,Mountainous,11.584952448829934,Policy A
5907,New Kellystad,East,262,Hilly,42.73069316965029,Policy B
5908,Lake Roberto,Northwest,878,Mountainous,13.074752223151663,Policy B
5909,New Kellystad,Littoral,186,Flat,15.676654287981338,Policy C
5910,Ramirezstad,North,55,Mountainous,41.79675600324506,Policy C
5911,East Jessetown,Far North,158,Flat,15.7852054751295,Policy A
5912,Cassandraton,Far North,596,Flat,20.803106576916548,Policy A
5913,Port Jesseville,Far North,88,Mountainous,17.709450702563895,Policy B
5914,New Jessica,North,711,Hilly,6.261815732603605,Policy B
5915,West Michael,Adamawa,474,Flat,2.425342706217894,Policy A
5916,New Roberttown,Littoral,679,Hilly,36.36476336601858,Policy B
5917,Robinsonshire,Southwest,310,Hilly,32.434287634818176,Policy C
5918,Lisatown,Northwest,475,Mountainous,14.47712034382683,Policy B
5919,Ramirezstad,East,136,Mountainous,15.132156686751486,Policy C
5920,Port Keith,Littoral,514,Flat,47.27778625892972,Policy C
5921,West Michael,North,125,Flat,49.38972079805786,Policy B
5922,North Judithbury,Center,520,Flat,23.93502771006783,Policy A
5923,East Jill,Far North,463,Hilly,40.22136140133394,Policy A
5924,Lake Roberto,Far North,874,Mountainous,36.965950855533585,Policy A
5925,Ramirezstad,Far North,944,Flat,15.217226620846324,Policy B
5926,North Noahstad,Northwest,775,Flat,3.398854170763678,Policy A
5927,Cassandraton,Far North,506,Hilly,7.556534728179531,Policy C
5928,Port Jesseville,East,334,Flat,41.99555879153779,Policy C
5929,New Kellystad,Center,288,Mountainous,36.695084089815914,Policy C
5930,Robinsonshire,North,726,Mountainous,33.38457480088275,Policy A
5931,North Judithbury,North,648,Flat,6.967117168984092,Policy A
5932,Herrerafurt,Littoral,702,Hilly,32.17656902880097,Policy C
5933,Herrerafurt,Adamawa,721,Mountainous,38.72154040890921,Policy B
5934,Herrerafurt,Southwest,607,Mountainous,43.09978661808439,Policy B
5935,North Noahstad,East,421,Flat,1.1549483200841018,Policy A
5936,Lake Roberto,East,544,Flat,34.381517542984646,Policy B
5937,Ramirezstad,Far North,673,Hilly,1.4453339523586188,Policy C
5938,Ericmouth,Southwest,968,Mountainous,35.49020585440021,Policy A
5939,East Jill,Far North,94,Mountainous,31.96325755423424,Policy B
5940,Ericmouth,Far North,450,Mountainous,7.843219214489139,Policy A
5941,New Kellystad,Southwest,296,Hilly,38.42302669158395,Policy C
5942,North Judithbury,Adamawa,665,Mountainous,3.883207100389712,Policy A
5943,West Michael,Southwest,646,Hilly,41.406739300359355,Policy B
5944,Ericmouth,Northwest,499,Mountainous,13.465497619987335,Policy B
5945,Lake Roberto,North,534,Hilly,34.598167183882914,Policy B
5946,Lake Debra,Northwest,695,Flat,46.22262238058258,Policy B
5947,Cassandraton,North,669,Flat,17.321437721335723,Policy B
5948,New Kellystad,Far North,67,Mountainous,25.393256858050748,Policy C
5949,Lake Debra,Littoral,655,Hilly,23.424342680547294,Policy C
5950,New Roberttown,Littoral,711,Flat,8.301761778611972,Policy C
5951,New Kellystad,Littoral,807,Hilly,29.720444519292702,Policy C
5952,Ramirezstad,Littoral,338,Hilly,37.278594966786926,Policy C
5953,New Jessica,Center,463,Hilly,45.88530403172905,Policy A
5954,Lake Roberto,Northwest,770,Hilly,42.61472878165088,Policy C
5955,Lake Chad,Far North,687,Mountainous,25.745959296537567,Policy B
5956,Lake Roberto,East,284,Mountainous,36.091349148340775,Policy B
5957,Jacquelineland,Littoral,465,Hilly,40.13877896200769,Policy C
5958,Lake Debra,Northwest,987,Mountainous,24.927691330048265,Policy A
5959,Lake Chad,Center,548,Mountainous,6.2136642548612535,Policy B
5960,North Noahstad,Center,683,Flat,22.177572810444858,Policy A
5961,New Jessica,East,699,Flat,42.20266289097746,Policy A
5962,Cassandraton,Northwest,164,Hilly,30.033749566989883,Policy B
5963,Port Keith,Center,981,Hilly,36.36068966196228,Policy B
5964,West Michael,Northwest,723,Mountainous,9.670767096553083,Policy C
5965,Lake Debra,Adamawa,762,Hilly,48.234719526444785,Policy C
5966,Lisatown,North,283,Flat,20.501986209918815,Policy A
5967,Lake Debra,North,589,Hilly,32.854958374527584,Policy B
5968,Jacquelineland,Littoral,60,Hilly,1.4341766022349605,Policy C
5969,West Michael,Center,255,Flat,6.802303481636921,Policy B
5970,Lisatown,Northwest,728,Mountainous,39.21069635930349,Policy C
5971,Lake Debra,Adamawa,296,Flat,48.414487553252606,Policy B
5972,North Noahstad,North,608,Flat,16.34274007524617,Policy B
5973,Ramirezstad,Littoral,807,Mountainous,2.3404463795926094,Policy C
5974,Lake Debra,Center,176,Flat,18.36289679801681,Policy B
5975,Lake Chad,Littoral,196,Flat,1.3646724488106299,Policy A
5976,Lake Debra,Center,167,Hilly,10.022468066992221,Policy C
5977,Jacquelineland,Center,960,Hilly,37.74736474516005,Policy B
5978,Robinsonshire,Southwest,431,Hilly,46.885875706271555,Policy B
5979,Cassandraton,Northwest,461,Mountainous,4.828729676259889,Policy B
5980,New Roberttown,Far North,713,Flat,28.116088551120207,Policy C
5981,West Michael,East,633,Mountainous,13.067101883139582,Policy A
5982,West Michael,Littoral,412,Hilly,7.383426726799512,Policy B
5983,East Jessetown,Adamawa,558,Hilly,11.339521379632098,Policy B
5984,Robinsonshire,Adamawa,186,Mountainous,29.09927184113652,Policy C
5985,Cassandraton,Littoral,224,Flat,3.724157821476072,Policy C
5986,Lake Debra,Adamawa,338,Hilly,21.99382051033667,Policy B
5987,North Judithbury,Northwest,530,Flat,7.193778622280612,Policy C
5988,Cassandraton,Littoral,68,Mountainous,13.997514093526833,Policy C
5989,Lake Chad,East,244,Flat,9.942339322291563,Policy B
5990,Lake Chad,Adamawa,379,Mountainous,44.20728724162941,Policy B
5991,North Noahstad,Northwest,985,Hilly,35.54656087812883,Policy C
5992,Port Keith,Littoral,224,Mountainous,43.48889765789979,Policy A
5993,Ericmouth,East,498,Mountainous,19.48141031011078,Policy A
5994,Lake Debra,Southwest,974,Mountainous,16.013961560256668,Policy A
5995,Lisatown,Adamawa,995,Mountainous,19.339066147439468,Policy C
5996,East Jessetown,Center,403,Flat,1.4181356883581697,Policy A
5997,Lake Debra,Far North,548,Mountainous,36.37286161985363,Policy C
5998,Robinsonshire,North,190,Hilly,17.813736616306375,Policy A
5999,North Judithbury,Northwest,807,Mountainous,16.00952827705119,Policy C
6000,New Jessica,East,946,Hilly,30.10798273584138,Policy A
6001,New Jessica,East,979,Hilly,22.09437062963591,Policy B
6002,Ericmouth,North,142,Flat,49.05174672708298,Policy C
6003,New Jessica,Adamawa,993,Hilly,18.134525623490667,Policy C
6004,Jacquelineland,Adamawa,288,Hilly,30.887844189291712,Policy B
6005,New Jessica,Far North,254,Mountainous,15.92672948017776,Policy B
6006,Lake Roberto,Far North,609,Mountainous,49.53445152042751,Policy C
6007,New Jessica,Southwest,482,Flat,22.532996218646343,Policy B
6008,Lake Roberto,Adamawa,294,Flat,31.889376137906748,Policy C
6009,Lake Roberto,North,881,Flat,6.772722712157514,Policy B
6010,North Judithbury,Southwest,366,Hilly,36.78469863575108,Policy A
6011,Herrerafurt,Southwest,974,Flat,13.82589786484329,Policy A
6012,New Roberttown,East,344,Hilly,22.70635601506876,Policy C
6013,Port Jesseville,Northwest,689,Hilly,44.215086585209164,Policy B
6014,Lake Debra,Northwest,905,Flat,48.54234948681252,Policy A
6015,Ramirezstad,Center,331,Mountainous,21.51631904109767,Policy A
6016,New Jessica,Littoral,66,Mountainous,41.82273206374774,Policy C
