worker_key,worker_id,worker_role,years_of_experience,certification_status,specialization,healthcare_facility_key
4847,1305e3e1-386c-4ed8-bc6f-8a0951161b26,Midwife,29,Uncertified,Obstetrics,191
4848,240696b4-0cd9-4e6f-8387-e8baaa6ca6f1,Nurse,24,Uncertified,Obstetrics,3607
4849,438d261f-052b-45bf-8921-14a304ac010e,Nurse,35,Certified,Surgery,524
4850,02091ae5-e554-4216-b451-483d13d694fb,Doctor,4,Certified,Surgery,2084
4851,91186af4-1a2f-41dd-8e40-9d7575cf289b,Nurse,33,Uncertified,Pediatrics,6427
4852,c68d2e72-985b-4668-a278-7f6c11ae006e,Doctor,32,Certified,Surgery,6448
4853,c9660a87-3fd5-4b00-87a2-f46fcdf1fe5f,Nurse,16,Uncertified,Pediatrics,2175
4854,0e6507ad-74d6-4862-bf9d-4a7fb03ffcb8,Nurse,24,Uncertified,Pediatrics,8404
4855,6c1e07e2-2e16-4ab7-ad07-a129fd065ff1,Midwife,26,Uncertified,General,4216
4856,ec5464a1-8773-4e8a-b013-d7625d4a2b4a,Midwife,32,Uncertified,Surgery,6249
4857,6549d377-9ecd-4b29-8a85-e4d2198550f7,Doctor,12,Certified,Obstetrics,3187
4858,515ea0d3-5b8b-4877-8ce4-a79738d623dc,Nurse,14,Uncertified,Obstetrics,654
4859,35a2aa05-951a-4696-9435-e9f707abbbee,Doctor,19,Certified,Pediatrics,184
4860,1027557c-e713-4333-b582-bedb5eba6356,Nurse,18,Uncertified,Pediatrics,8369
4861,e1dbbf34-07c5-4cba-9457-7e2ea9669e58,Doctor,34,Uncertified,Surgery,6415
4862,82db34f3-52c3-4305-b822-78411d222845,Doctor,32,Certified,Pediatrics,8330
4863,71633a74-654a-4ff4-9e8f-972e4d593c14,Midwife,33,Certified,General,8135
4864,e012803b-f453-46bc-b9a9-db7ed7e56b59,Nurse,8,Certified,Pediatrics,1798
4865,7a2678ee-3809-4520-9007-5f791774f846,Doctor,37,Certified,Obstetrics,2531
4866,b9517936-0bdb-49cd-b1c4-93d60ebabba0,Midwife,25,Certified,Obstetrics,4627
4867,fcb2a643-10cb-45bd-b740-7845b285bc99,Nurse,33,Certified,Pediatrics,4533
4868,46759a7c-760f-441c-b16c-072caa013ab9,Doctor,4,Uncertified,General,3852
4869,e7ba8e10-179f-4e2a-b0c8-69a79135ce42,Nurse,11,Uncertified,Pediatrics,1112
4870,6a33cc2f-5c05-4bce-b375-7c15f37a8ed7,Midwife,11,Uncertified,Obstetrics,675
4871,7fea49d0-cd49-43c8-871b-d8dff39a67a4,Midwife,21,Certified,Pediatrics,8382
4872,2f54a479-01be-4a20-bbb4-2117ffb99bcd,Midwife,21,Certified,Obstetrics,682
4873,eee8c588-b4a5-4931-9a89-0fdcf197a177,Doctor,14,Uncertified,Pediatrics,3825
4874,d996be21-ff68-401e-bf8b-bd8ab340305e,Midwife,13,Certified,General,3266
4875,7401427c-368e-40a0-b1ff-7feaf9b18820,Doctor,34,Uncertified,General,1287
4876,9876ed18-d575-47a6-bc6d-a9b7368c0dcf,Nurse,33,Uncertified,Surgery,7900
4877,a8b1f12f-a234-4e94-8fb0-5d997b27acd4,Nurse,17,Certified,Pediatrics,1965
4878,e2b98611-d769-44c7-955b-7f040b568722,Nurse,8,Certified,Obstetrics,9457
4879,a9186b4a-1903-4d79-8175-0dd1dfefb733,Doctor,25,Uncertified,Surgery,4722
4880,90d073ec-4a17-4a92-b1af-ec00e1921247,Midwife,17,Uncertified,Obstetrics,6539
4881,13a5d540-280f-4235-a9ea-4de52bfb65da,Midwife,26,Certified,Surgery,2058
4882,8d35e4a3-fac0-475a-8c84-a54dd3bbe9cf,Nurse,5,Uncertified,Surgery,2728
4883,eb59d057-2876-4508-9a53-be509dd838ea,Doctor,21,Certified,General,8782
4884,b9d979bf-f305-4e8d-a8c7-53bddd75b114,Midwife,16,Uncertified,Surgery,9151
4885,03fb1e1e-42d5-42d0-a57e-0377ad61620f,Doctor,18,Certified,Pediatrics,9510
4886,13ccea68-6a7a-4974-8005-a7cbfb9a7406,Nurse,4,Uncertified,Surgery,4449
4887,55aaede7-619a-47cb-8633-296d356e6aea,Midwife,11,Certified,Obstetrics,947
4888,97f3a5de-b145-46b0-98b2-a4ac4519b98c,Midwife,12,Certified,Obstetrics,8125
4889,0d919018-6721-4508-ad31-a0976d25ac25,Doctor,25,Certified,General,3848
4890,5026d1ae-a67b-465a-aa61-79302bcb4c54,Doctor,38,Uncertified,Pediatrics,7649
4891,f33ab2c9-f9d1-475d-95c3-1c86daec9713,Doctor,26,Certified,Surgery,6778
4892,8ae052d3-5765-4ec2-bfe2-970a455620f8,Midwife,33,Uncertified,Pediatrics,1572
4893,46d8e4b7-d5a4-4119-8a9a-e42fb8cc4959,Nurse,32,Uncertified,Obstetrics,763
4894,106bc600-155d-4943-b890-e2e0d423c737,Midwife,27,Uncertified,Obstetrics,3269
4895,da798e97-b612-475d-8e9e-ed95d47e2d34,Doctor,9,Certified,Pediatrics,3359
4896,0854c4f6-c942-47ec-be70-60e807eb9578,Nurse,26,Certified,Obstetrics,5113
4897,0d76a570-56c6-4368-8d86-7612f4f4666e,Nurse,11,Certified,Surgery,3719
4898,bf1172da-50da-4a0a-a4e9-4f4915394c10,Midwife,1,Uncertified,General,9271
4899,b52de69a-11ee-4cc8-ac37-a33a3e0f74a9,Doctor,23,Uncertified,Surgery,8290
4900,53f65d85-f198-4abd-927a-08aa1ccd29c6,Midwife,2,Certified,Surgery,1587
4901,e4ee0a79-e94b-426d-b78d-b8879c7ab004,Doctor,28,Uncertified,Pediatrics,8868
4902,a08c1d43-d00d-4898-abc6-bc59f64b835b,Nurse,22,Certified,Pediatrics,1317
4903,f6d0e554-d49d-42b6-8ee0-d40a680cbf6e,Doctor,26,Uncertified,Obstetrics,5525
4904,99b579bb-67fe-4c5f-bb5f-0bad26aea272,Doctor,22,Certified,Surgery,1333
4905,e380caf7-cc80-4e5f-b0c7-47cdc7cc2c03,Midwife,29,Certified,General,3929
4906,cbf3f3d0-4626-4642-9cc6-b8e8b3e993c8,Midwife,5,Certified,Obstetrics,1837
4907,7e90a659-c1b0-4d73-bb2d-dab9ed4bee75,Doctor,14,Uncertified,Pediatrics,8140
4908,6fe0a1bc-9b61-4d0e-bc17-979aff2711fc,Doctor,6,Uncertified,General,8998
4909,53cc3391-d8eb-411d-8cb8-2ea66ac9a374,Nurse,39,Certified,Surgery,4038
4910,d7b9d906-809e-4d7e-a9ab-256541b506f9,Midwife,35,Uncertified,Pediatrics,520
4911,2650b72f-6043-4b9f-9510-c1efe415626d,Midwife,14,Uncertified,Obstetrics,7892
4912,021b5b31-5995-419b-b8e1-c771511b64e1,Doctor,18,Certified,General,9321
4913,2df13ecc-2b4c-42e3-85fb-3cced65f5de9,Nurse,12,Certified,Obstetrics,8312
4914,42cce5ed-dd6b-440c-a695-047a4f42f29f,Doctor,34,Certified,Obstetrics,5709
4915,9735af57-6304-4ba6-8e90-c079c1d2bbca,Nurse,33,Certified,Obstetrics,5220
4916,bf047ab2-a9b5-40f6-8371-95e7e0713459,Midwife,14,Uncertified,Pediatrics,9044
4917,c1c2517e-6a3f-4aef-800f-3c74b137351c,Doctor,27,Uncertified,Pediatrics,1356
4918,c294b2f3-ba99-411b-87c5-b2dd1c10a8ef,Nurse,18,Certified,Surgery,6949
4919,4202a016-da4c-4126-9667-07757df5733d,Nurse,3,Uncertified,Pediatrics,9813
4920,84aa3fa6-bd1d-4a46-9b1b-daf4e13b39fc,Midwife,14,Certified,Surgery,6165
4921,7fbe64ba-c6f4-4a2b-bfa7-0f7828cbd42e,Midwife,7,Uncertified,Pediatrics,4220
4922,4cd3f6ad-1da5-4774-8b17-f7741bffaf79,Midwife,24,Certified,Surgery,739
4923,c9eaa200-d3cc-40be-8ede-02cf8fcf4d2a,Nurse,1,Uncertified,Surgery,9329
4924,5e7cf1c2-0e36-46d2-a1f7-7a5b18ddfdb6,Midwife,30,Uncertified,Surgery,5789
4925,f27efe6c-0564-4530-8e6c-3463f6ea1983,Doctor,4,Uncertified,Obstetrics,7619
4926,abd16c63-7fcc-409e-9149-2453135d0ddd,Midwife,28,Certified,Obstetrics,2095
4927,5aa7abc5-548f-466a-9ce1-113fc921fee8,Doctor,10,Uncertified,Surgery,6780
4928,8e81208d-0ac3-4a85-bd77-caa2e915c0ec,Nurse,30,Uncertified,Surgery,7358
4929,bceeacdd-7ded-44db-a6c8-47022b9f9711,Midwife,20,Uncertified,Pediatrics,3723
4930,f51cf3c0-d9ab-4ec0-a1a4-818d8c641217,Midwife,33,Certified,Surgery,4109
4931,433d3d6a-0bf0-4d81-a338-cce9537b3a09,Midwife,22,Certified,Obstetrics,7949
4932,17668ccc-4a29-42bd-bbef-68bd45553ab3,Nurse,21,Certified,General,3626
4933,fbc9a5c6-e7f8-46fe-8c8b-2b58e6fdb144,Midwife,4,Uncertified,Surgery,5327
4934,9fc70fa4-232c-42f3-bf21-2187476c17be,Nurse,8,Uncertified,General,3624
4935,c40869ac-42b5-4ae0-aca2-e5a2f9116ba2,Midwife,17,Certified,General,1686
4936,7e6226e9-6787-4ea5-bfac-1bc1251b7aea,Midwife,1,Uncertified,Surgery,9464
4937,87b05c54-04ce-4aee-a110-5dcfca7d42cd,Midwife,24,Certified,Obstetrics,3344
4938,58b76870-b331-4d46-8f82-811089efff81,Midwife,17,Certified,Obstetrics,7117
4939,54126cfd-1096-4269-8b2b-258ad919bd9f,Nurse,29,Uncertified,Pediatrics,7881
4940,703179c1-3a32-4738-9fb5-3919d1b31ef8,Doctor,7,Uncertified,Surgery,8211
4941,6a40c746-a86d-4879-8305-2fecab48ef7e,Nurse,22,Uncertified,Pediatrics,5967
4942,2d4165f1-e1c9-4b86-855a-3f6cfabd2daa,Midwife,13,Uncertified,Obstetrics,7112
4943,e0b54744-4087-4d00-8285-6310692418b6,Midwife,14,Certified,Pediatrics,6974
4944,71ba0cf3-fe73-4294-b286-93589e0f7d3f,Doctor,11,Uncertified,General,8504
4945,4139b191-249a-4ec1-8b16-a3b70b0212b7,Doctor,15,Uncertified,Obstetrics,1527
4946,903d98f8-b9c2-4c9c-a936-059e101197b4,Nurse,26,Uncertified,Surgery,4402
4947,4b78dda2-1dcc-414b-8141-bcdfaa500a5a,Doctor,26,Certified,Surgery,6829
4948,ed49e068-e810-4af4-9fc4-db20265db946,Nurse,5,Uncertified,Surgery,8893
4949,61d4b227-f9d1-4970-b1fe-354d016d8e8d,Nurse,18,Uncertified,Pediatrics,727
4950,706b6138-141e-40b7-89fa-2744a8d2b9f8,Nurse,1,Uncertified,Pediatrics,4655
4951,6dde5358-0b49-4144-82b7-50d6a743fe00,Nurse,2,Uncertified,Pediatrics,9293
4952,43c1fffd-e6d4-4850-93eb-49d888ed8d56,Midwife,3,Certified,Pediatrics,2639
4953,93a7f3d1-5c25-413f-ad0a-2041384f816b,Doctor,37,Uncertified,Surgery,5813
4954,ee90112f-abf4-49aa-a777-205378efb790,Midwife,39,Certified,Surgery,9888
4955,a68ae8fb-bf8c-4858-9891-62b039c2f88e,Doctor,16,Certified,Pediatrics,6773
4956,693eec18-6435-432e-b7af-e93ac96c677c,Midwife,34,Certified,Obstetrics,263
4957,0c208a50-aee4-4208-9ad2-5fd7bcb90d8d,Doctor,17,Certified,Surgery,2224
4958,dd94753b-1f1a-4d95-8067-3e2d50197df2,Nurse,21,Certified,Pediatrics,8141
4959,528bd2de-1562-4845-888e-bf4675805d15,Midwife,29,Uncertified,Obstetrics,3821
4960,7e8b5ccf-cbe9-42ee-877f-f30709aa8df1,Nurse,20,Uncertified,General,7759
4961,b0146f0b-1490-4d68-838f-1c516eb30ce2,Nurse,31,Certified,Pediatrics,1234
4962,590d910f-7508-428d-9ee6-d93ed4eb22b4,Doctor,7,Certified,Surgery,700
4963,b5da12a4-1c62-4232-b627-5120c1fd6735,Nurse,17,Certified,Surgery,9297
4964,0187074b-e16d-4a59-8971-42bcbe1a45f7,Midwife,16,Uncertified,Surgery,5935
4965,e99f77d2-72e3-47af-a62c-e1880164cc5d,Midwife,25,Uncertified,General,1531
4966,2dd436d0-401b-4ca1-8db8-884f79270d71,Nurse,34,Certified,General,6571
4967,5e231bc6-f952-4b7f-88b0-d7b781c471e0,Doctor,23,Uncertified,Surgery,4085
4968,1a470496-6fd2-4e3d-b4e0-b03c5cd2abe0,Midwife,36,Certified,General,8017
4969,ebc52769-6d8a-49c9-a008-a78a878b9dd1,Nurse,24,Certified,Pediatrics,8765
4970,0bb5aa87-cc94-434e-bb72-ae6d7bb28688,Midwife,11,Uncertified,Surgery,2605
4971,2198171d-7cf4-42d3-ad88-dc5e6ef7ccbb,Doctor,2,Certified,Pediatrics,5887
4972,b9e37f0b-9aa7-491d-97a3-92e7b024a018,Midwife,28,Uncertified,Pediatrics,3135
4973,2d47c84a-d3dc-47d4-8c62-ac5428c95338,Doctor,36,Certified,General,3769
4974,4ca50346-3b88-4285-827d-39738da0b992,Midwife,32,Certified,Pediatrics,5027
4975,424a3580-1e08-4398-9d37-ef7c9610da6e,Nurse,6,Certified,Obstetrics,9870
4976,a2954ea0-f35f-475f-82bb-7a10348ea61e,Midwife,22,Certified,Surgery,3943
4977,1c59c70c-26aa-414b-8ba9-340c9784cae1,Doctor,16,Uncertified,Surgery,5556
4978,f3b9da10-73d5-4807-a88f-8b615cc4f523,Nurse,12,Uncertified,Obstetrics,1260
4979,9f45da39-5d11-4387-becd-6b862d3c9506,Midwife,13,Uncertified,Obstetrics,9807
4980,323f5791-38d8-42a7-88e4-78d07c3b18e0,Nurse,2,Uncertified,Pediatrics,8894
4981,76bffd44-d429-4211-b428-08896c3e3ca5,Nurse,15,Uncertified,Surgery,7766
4982,c8ff4dd8-47c7-4498-b915-9063e95e1564,Doctor,2,Certified,Obstetrics,9408
4983,861cd4ee-e532-4a8c-8dec-2d12b028653f,Nurse,22,Uncertified,Obstetrics,63
4984,2baaffeb-1a2d-4670-9383-fff4ad88e85e,Nurse,14,Uncertified,Pediatrics,9437
4985,5865175d-0b81-4cb1-8536-4f10afdd87e9,Midwife,30,Certified,Surgery,7196
4986,4481c4d2-cef3-4e42-9580-da3a97cf695f,Midwife,22,Certified,Surgery,7098
4987,771f7c0a-b025-4a44-895c-f98fcee1d596,Nurse,13,Uncertified,General,3330
4988,641dd524-c5f3-4556-a0d5-6b22a0c7e3f5,Midwife,9,Uncertified,Obstetrics,1439
4989,888d337b-d8ed-4566-bc09-224a97450e57,Nurse,37,Certified,General,8777
4990,077d5caf-8a1c-43a8-9c4e-03c1fd2cadc5,Nurse,25,Uncertified,Surgery,8189
4991,c6328305-abd1-4e98-ad26-54f51731d542,Nurse,20,Uncertified,Surgery,1187
4992,67ae6237-c15e-4790-979d-2cfc2a48b60d,Midwife,15,Certified,General,1232
4993,8838d23e-0f92-4eb5-a109-95a2cc2f564b,Nurse,24,Certified,Surgery,6040
4994,be347890-1895-49de-aa39-9b7f37577987,Midwife,25,Uncertified,Obstetrics,5117
4995,8a2ae585-8f31-4afd-9c15-13bd03ba09e8,Doctor,1,Uncertified,Obstetrics,4590
4996,7daae9db-5b90-4a65-a612-a30409ce2544,Doctor,38,Certified,Surgery,1226
4997,cac8d71a-09da-44a5-a87e-7cdbd2e4b8d1,Doctor,6,Certified,General,8010
4998,dfffa5f2-6747-4de3-9993-373611e29315,Midwife,10,Certified,General,9477
4999,0c19962c-b7ba-4b36-ab1c-6d96a6206822,Midwife,36,Uncertified,General,4703
5000,b7e088cb-65f1-4ec3-a75d-83eabc37aa1a,Midwife,9,Uncertified,General,3521
5001,39fae98d-0ff0-47fa-b52a-73203daf6854,Nurse,31,Uncertified,Obstetrics,3352
5002,5648f953-ed54-4cd5-9f25-36d8e6ca93e2,Doctor,35,Certified,Obstetrics,6432
5003,e20446fa-e28f-4fc4-9a0b-c9869e7a630d,Midwife,2,Uncertified,Obstetrics,7431
5004,1f8d4b29-516b-4cf5-9b09-2f5f9f6c6bb9,Doctor,26,Uncertified,Surgery,8213
5005,60f80a26-e625-4184-b028-13c064346e69,Nurse,39,Uncertified,Surgery,7374
5006,b48d5c1b-6f83-4541-93ae-fbc7c0d6c3d3,Nurse,20,Uncertified,Surgery,3970
5007,9292057f-fb89-4819-a6d4-122e69d1517c,Nurse,2,Certified,Pediatrics,5927
5008,f7e0c98d-ce21-4546-a03e-eb6f67e70efb,Midwife,26,Certified,Pediatrics,2569
5009,65857382-dc12-44af-8aac-093d58e36819,Midwife,19,Uncertified,Obstetrics,6593
5010,315f6ced-bf07-42aa-9f9b-debbec77139b,Doctor,6,Certified,Pediatrics,1183
5011,0de9ef88-fca3-47d8-9b1b-018862c13143,Midwife,29,Uncertified,Surgery,5675
5012,3e540130-5c18-41cc-87d2-046421fc2591,Nurse,22,Uncertified,Obstetrics,1859
5013,83704ccb-602e-4747-9c9a-0a81fb16d8a4,Midwife,14,Uncertified,Surgery,8956
5014,24f06983-ed16-495f-b021-42fa7cf9258a,Nurse,14,Certified,General,4217
5015,25ee9a3b-9e6b-4a7b-8f84-5913cf33d705,Nurse,39,Certified,General,7970
5016,46a1e473-df82-412f-9383-9c0f2d839318,Midwife,36,Certified,Obstetrics,3883
5017,8cb142a4-ce19-4683-8bc6-b1c95c0de1cf,Midwife,36,Uncertified,Pediatrics,8121
5018,0505d1ee-e9e8-4216-b1fb-17e1fe81ed3f,Doctor,14,Uncertified,General,1650
5019,04b2047f-44aa-4939-9d4c-3a4f63203749,Doctor,36,Certified,Obstetrics,9258
5020,ccfe6343-8f24-4dc4-b06e-f9ac9ccee410,Doctor,5,Certified,Pediatrics,3946
5021,344d49d9-d1c2-4ce0-b68c-d7f9ee736789,Doctor,25,Certified,Pediatrics,5355
5022,a641feb4-e7f0-4231-b567-525ad285fab1,Nurse,9,Certified,Surgery,6509
5023,e94f1ad7-7f7e-470d-8f10-832ddcb226ce,Doctor,6,Certified,Pediatrics,6678
5024,892b4a59-d713-443a-9135-952018ce7e9a,Doctor,23,Uncertified,Obstetrics,8185
5025,e386fd96-a2d0-4985-b339-10e8ea2e354c,Doctor,32,Uncertified,General,3057
5026,c1320040-1e04-4988-a45c-5952499a1d8a,Nurse,15,Uncertified,Obstetrics,6967
5027,a3c4d06f-0d07-4df7-bb74-2a7b0e513be9,Nurse,10,Certified,Surgery,2583
5028,5296c7f4-63b6-4c09-afe0-62f10124ac08,Midwife,8,Uncertified,Surgery,1799
5029,4985b1e5-83e9-4210-8af9-bb068a37b9f4,Nurse,37,Certified,Surgery,32
5030,f6596d4a-f7b8-4e9e-b5cc-1dfbfe0779f9,Doctor,36,Uncertified,Obstetrics,6189
5031,c157d689-b625-4a11-9a05-bca73da82745,Nurse,28,Certified,General,1481
5032,3b3f8cf5-9045-4088-8a41-de7ecf1811a1,Nurse,31,Certified,Pediatrics,804
5033,017d252d-c1a7-4b2d-86fe-7832f4644ddd,Doctor,27,Uncertified,Pediatrics,1383
5034,39a31c1e-0fdd-443b-ae3b-7ea146d2befb,Doctor,12,Certified,General,6210
5035,d6279611-502c-4373-8fda-8ed8b3999f2b,Midwife,21,Uncertified,General,6086
5036,0055f969-6a01-4884-b6ed-f8b3a66d6812,Midwife,27,Uncertified,Pediatrics,4958
5037,b2418dea-9bf5-4d77-889f-6264b57bccf1,Midwife,28,Certified,Obstetrics,2565
5038,7f1a8f72-a0f3-47e9-b3a4-9aceda435125,Midwife,32,Uncertified,Surgery,6749
5039,46a2abf9-6241-4277-89c4-489be338b6c3,Doctor,8,Uncertified,Pediatrics,8518
5040,aee8eca4-d95f-4dd3-9cb9-54c890b312ca,Nurse,38,Certified,General,7798
5041,9fb29682-5f7a-40e6-b866-46903eb6c1ad,Midwife,19,Certified,Surgery,7550
5042,485bf46b-48dd-40fe-815c-4f73cbfb3a8f,Midwife,20,Certified,Pediatrics,3901
5043,fa3f3c44-9c50-4aa9-a232-26ad77acabc8,Nurse,35,Certified,Surgery,5570
5044,f27c75ed-d491-4931-a2ad-03d60d0a5493,Midwife,12,Certified,Surgery,1510
5045,d24995c7-8df0-4be1-bf61-2d92509c0b54,Nurse,32,Uncertified,General,6980
5046,784ab448-4347-4a9a-8ec4-73473e19cb1a,Nurse,8,Uncertified,Pediatrics,2952
5047,a7a47db8-7d13-44f7-a061-88aa03c71011,Doctor,4,Uncertified,General,2325
5048,28e908d9-060a-43fe-93b2-fc84879edbeb,Nurse,1,Certified,General,8393
5049,434c7405-6cea-4a26-b498-0cd9d9487c4d,Doctor,39,Certified,General,2662
5050,302589c7-ff6e-4f2f-9d13-b91f5e4ac510,Doctor,28,Uncertified,Pediatrics,8501
5051,c497d2e2-f1ad-427b-af85-607f011f3f66,Nurse,15,Uncertified,Obstetrics,3372
5052,a16d834c-ebcf-4304-9215-926a0c3a550c,Doctor,11,Certified,Obstetrics,3845
5053,dab09ea2-e5a8-458d-8cc8-6dd6cb8a0352,Doctor,36,Uncertified,Pediatrics,1464
5054,8ba095d9-9f88-4c0c-a520-3d851e46d6ac,Nurse,19,Certified,General,2019
5055,ea61f108-53e8-4216-b36e-1870ed77dbd4,Nurse,27,Certified,Surgery,9494
5056,7b71418f-4c7c-4e89-9412-3c717dae6320,Doctor,12,Uncertified,Pediatrics,6957
5057,82088899-8ac8-4be9-a724-aae035b23ce3,Midwife,11,Certified,Obstetrics,4828
5058,486246f7-8abc-47ec-800f-93c1c65934a8,Doctor,19,Certified,Pediatrics,6912
5059,063c91f9-4eb5-4e55-bc16-470d2e112dcc,Nurse,39,Uncertified,Obstetrics,7439
5060,2a23e15b-82b1-44bc-a8f0-178b61ffc40f,Doctor,1,Certified,Pediatrics,5199
5061,00aee456-c8b7-4765-9354-2705805a043c,Nurse,10,Certified,Pediatrics,5053
5062,50926491-582f-48cc-a9ee-915371c50017,Doctor,26,Uncertified,General,985
5063,5ed5e6e7-035d-4518-af0c-7e2d39441fc4,Doctor,31,Uncertified,Pediatrics,9274
5064,89474d79-f649-406b-a3d9-5b2fb187233c,Nurse,14,Uncertified,Obstetrics,4195
5065,d79b30c4-51d1-4e79-92ad-e8365c58b2b2,Nurse,36,Uncertified,Surgery,8107
5066,1df80f05-0e5b-4701-a5fb-38395eaad27b,Midwife,4,Uncertified,Obstetrics,1169
5067,40bd884f-2831-492b-9458-8d33304387d8,Nurse,19,Certified,Surgery,2014
5068,cd0cb712-1784-4c41-94a3-8eee77d66316,Midwife,36,Uncertified,Surgery,9188
5069,7956f953-8298-48db-8d88-15b0700e0602,Midwife,30,Uncertified,Surgery,9337
5070,c650f636-faf4-48cc-82c1-c69eac2818cb,Doctor,34,Uncertified,Pediatrics,2978
5071,5c8791c3-b834-4f7f-8372-07fc58746c41,Nurse,38,Uncertified,Surgery,3754
5072,dd8e57f3-fbbf-4e9f-b550-cc711f40f37f,Nurse,26,Certified,Pediatrics,2299
5073,1ed02b04-b10e-4dd6-bf05-413e9f531cc0,Nurse,21,Uncertified,Pediatrics,3658
5074,446965a5-a296-4d86-87d5-4b27e092d6c3,Doctor,19,Certified,General,1393
5075,5bde0066-0646-49bc-834c-3b6c16799e77,Doctor,12,Uncertified,General,8312
5076,4a1c3baa-d25c-4f82-97b3-da76bfa80526,Nurse,27,Certified,Pediatrics,8551
5077,f7c001ef-05a6-49ff-a08e-932c1a116f3b,Nurse,35,Uncertified,Obstetrics,5544
5078,00d46d09-d327-43c6-afb2-c37bb6934966,Doctor,12,Certified,Pediatrics,1725
5079,ecce9751-a1c7-4ea1-821f-602c7e1be970,Nurse,7,Certified,General,9479
5080,bc2769fc-465c-477d-ba3f-bc7b0aadcf98,Nurse,17,Uncertified,General,6043
5081,54cadef0-1157-44b6-9fa9-9c60fa37e81c,Doctor,9,Certified,Obstetrics,1336
5082,ea08fb3e-9a8c-4016-949a-27a86d85a707,Nurse,17,Certified,Obstetrics,4289
5083,cd5e2b77-375d-4f24-b67c-bf3bd67de719,Doctor,14,Uncertified,Surgery,2425
5084,683c0535-790a-4b43-a76e-2b7ec58d47b3,Doctor,33,Uncertified,General,6267
5085,c8db2501-2538-426c-9ffd-db82b33d83d7,Doctor,11,Certified,Pediatrics,2890
5086,925de044-8fcf-43bd-a1f6-ee42c638adc4,Doctor,22,Uncertified,General,9672
5087,43e601ec-957b-4f59-aad8-ee71e4ae9f39,Midwife,23,Certified,Surgery,9625
5088,7728e710-82cc-42ec-b9e3-697272b4f161,Midwife,25,Uncertified,General,5775
5089,0ac34806-33fc-4e5f-9c9b-c43fd65d8c8d,Doctor,22,Uncertified,Pediatrics,452
5090,aca4825c-269e-48f6-af88-44f3913deb25,Doctor,37,Uncertified,Pediatrics,3085
5091,3422bb5a-d9cc-41d2-ad9c-60cd5ea03d42,Nurse,13,Certified,Obstetrics,1882
5092,fa9006cd-601f-4e2e-8c66-5ec39a4c8928,Nurse,23,Uncertified,Pediatrics,1507
5093,32ddaa2c-69ab-41ca-9df1-95d60d1dac4a,Nurse,17,Uncertified,Surgery,2239
5094,705e3f47-0b9d-49f3-8faa-b56c6955f227,Nurse,38,Certified,General,4408
5095,d4560b52-4d3a-460f-a611-fc7714b960a9,Midwife,1,Certified,Pediatrics,5841
5096,341e3037-1f83-4e17-98ff-fd02d021dc98,Doctor,14,Uncertified,Surgery,4060
5097,d866c592-9c18-4e3a-b486-e25d7a2893ba,Midwife,9,Uncertified,Obstetrics,7865
5098,230c1c0d-1628-4bf4-9d9b-3ca44c0d4017,Doctor,30,Certified,Pediatrics,6758
5099,fd0c093e-8903-43c9-901c-b01ea52a8bf6,Nurse,25,Certified,Surgery,5337
5100,38c9b951-9147-4b94-91cb-f74bd068f4ce,Nurse,32,Uncertified,Surgery,1715
5101,941f4ae5-63ad-44b6-ae25-1dafe4c21674,Nurse,24,Uncertified,Obstetrics,3625
5102,6e40feeb-308f-4b84-9ea0-574349839e4a,Midwife,32,Uncertified,Pediatrics,6976
5103,6d7212dd-f7c9-4d16-b522-cd564c27ac78,Midwife,14,Uncertified,General,5970
5104,31e8d1d4-b17e-4913-ad90-b1e65995f4ff,Doctor,7,Certified,Obstetrics,779
5105,e6b04b55-4e65-40d3-a864-bfae15838511,Doctor,29,Uncertified,Obstetrics,3315
5106,b1676133-50ab-46ed-b7fe-9772bd3ea5e4,Doctor,10,Uncertified,Obstetrics,6779
5107,cacd762d-f996-4335-989f-4a98f813c1eb,Doctor,19,Uncertified,Surgery,5539
5108,6bb3d752-f3cb-4cba-9f71-f53747aab465,Nurse,14,Certified,General,2689
5109,5e3fba2a-1e0a-4b09-82b8-9fc28d4ad8fc,Midwife,18,Uncertified,Pediatrics,1790
5110,956ab298-8b05-4a03-810f-d0cf081f4ced,Nurse,11,Certified,Pediatrics,1043
5111,ea889978-1bde-4063-be02-fb7351d242ba,Doctor,39,Uncertified,Pediatrics,6793
5112,3b92eb3e-b384-4cd3-a1a8-4b574b25d84a,Nurse,26,Certified,Obstetrics,5144
5113,fa91c6d1-edd8-41c0-a730-bcc2ca2e9ac6,Midwife,39,Uncertified,Surgery,4171
5114,9e0bea8f-729f-4013-88bb-6a9c1b980fd5,Nurse,14,Uncertified,General,1667
5115,e09dc82b-7a9a-4477-9435-46c98cf38f0c,Midwife,24,Certified,General,3400
5116,3d67090e-3a6f-4352-87f3-4447692d8f2f,Midwife,9,Uncertified,Obstetrics,4602
5117,0bdecc9a-c278-4b4a-ac7d-6760f9c9811c,Nurse,39,Certified,General,9887
5118,47fc23f5-0201-465b-b2cf-4a9520f44d6e,Doctor,26,Certified,Pediatrics,9296
5119,35cf159e-d31e-4a52-8f79-a24527d8f983,Doctor,13,Uncertified,Surgery,270
5120,b106441e-38d6-4472-901c-9d003d9cf2f9,Nurse,8,Certified,General,7125
5121,c24750a9-a1a0-4993-8670-796784a53e31,Midwife,15,Certified,Surgery,7696
