socioeconomic_key,employment_status,income_level,access_to_healthcare,education_level,insurance_coverage
6519,Employed,5817.695552858589,Moderate,Tertiary,No
6520,Student,3791.0389501772875,Good,None,No
6521,Employed,1912.3299154062863,Poor,Primary,Yes
6522,Employed,7019.828750126404,Poor,Primary,No
6523,Employed,7666.447276107555,Good,Tertiary,No
6524,Unemployed,8094.556032868178,Poor,Primary,No
6525,Student,282.1507207956672,Good,Tertiary,No
6526,Employed,7722.5757343125515,Moderate,Tertiary,Yes
6527,Student,1682.3264958244863,Good,Primary,Yes
6528,Employed,7986.8409819531635,Poor,Tertiary,No
6529,Student,1595.7166757343084,Moderate,Secondary,No
6530,Unemployed,2524.5810115934696,Poor,Tertiary,No
6531,Student,7801.012966811724,Poor,Secondary,Yes
6532,Employed,6328.269616105833,Moderate,None,No
6533,Employed,444.7213147489778,Poor,None,Yes
6534,Student,1740.6745399906745,Moderate,Secondary,Yes
6535,Unemployed,2386.7816493050213,Poor,Secondary,No
6536,Unemployed,8448.201084840948,Poor,Secondary,Yes
6537,Student,6178.856504693822,Moderate,Tertiary,Yes
6538,Employed,1925.039767159639,Moderate,Tertiary,No
6539,Employed,2627.0524987721515,Good,Primary,Yes
6540,Unemployed,4603.567816844493,Poor,Primary,No
6541,Employed,929.0750580056558,Poor,Primary,Yes
6542,Employed,4188.886941522111,Good,Tertiary,Yes
6543,Student,7953.430060854822,Moderate,Primary,Yes
6544,Employed,4015.1812696949446,Good,None,No
6545,Unemployed,7879.295160915981,Good,Secondary,No
6546,Unemployed,6283.467673459014,Poor,Tertiary,No
6547,Student,4103.169049087635,Good,Secondary,No
6548,Employed,8944.200925551806,Good,Primary,Yes
6549,Unemployed,4470.7739820240995,Moderate,Tertiary,No
6550,Employed,7374.850060397612,Poor,None,No
6551,Student,8014.865978643193,Moderate,None,Yes
6552,Student,9167.682018061963,Good,Primary,Yes
6553,Student,2848.1013389794985,Good,Tertiary,No
6554,Unemployed,2091.1521806865153,Poor,Secondary,No
6555,Student,4536.242288415558,Moderate,Primary,No
6556,Student,8764.53900822686,Moderate,Primary,Yes
6557,Unemployed,3361.87904352106,Moderate,Tertiary,No
6558,Unemployed,2806.1657212375026,Poor,Primary,Yes
6559,Employed,452.8562157619582,Good,Secondary,Yes
6560,Unemployed,7035.077666226027,Good,None,Yes
6561,Employed,7027.920201222812,Good,Secondary,Yes
6562,Unemployed,8360.614267861307,Moderate,Primary,No
6563,Unemployed,5008.834864115364,Poor,Tertiary,Yes
6564,Unemployed,8915.038694130288,Moderate,Secondary,Yes
6565,Student,951.4561100100655,Good,None,Yes
6566,Student,5674.350762835796,Moderate,Tertiary,No
6567,Unemployed,4820.664983146622,Moderate,None,No
6568,Unemployed,8985.65799299561,Moderate,None,Yes
6569,Employed,9092.087061043632,Good,Secondary,Yes
6570,Unemployed,9766.491310720985,Poor,Primary,No
6571,Unemployed,3587.22683522272,Good,Primary,No
6572,Unemployed,3859.0607979786664,Moderate,Tertiary,Yes
6573,Student,2007.8642717759922,Poor,Tertiary,No
6574,Unemployed,7453.101055887886,Moderate,None,No
6575,Unemployed,8348.837204055118,Poor,Primary,Yes
6576,Unemployed,8536.464952277769,Moderate,None,No
6577,Employed,9905.00515330858,Moderate,Secondary,No
6578,Employed,5664.472394146345,Good,Tertiary,No
6579,Employed,2222.3622308208096,Moderate,Secondary,No
6580,Employed,6051.85054678992,Poor,Primary,No
6581,Unemployed,3689.7529587003846,Good,None,Yes
6582,Employed,3404.5219233733997,Poor,None,No
6583,Employed,7033.990936356315,Poor,None,No
6584,Student,2110.3926424226556,Poor,Primary,Yes
6585,Employed,5495.184404505118,Good,Secondary,No
6586,Student,1496.740372425204,Poor,Tertiary,No
6587,Employed,8919.683942230566,Moderate,Tertiary,Yes
6588,Unemployed,978.1914101326215,Good,Secondary,No
6589,Employed,9326.771935735664,Moderate,Secondary,No
6590,Unemployed,9996.26316325139,Good,None,Yes
6591,Student,2430.909678076965,Poor,Primary,Yes
6592,Unemployed,1018.2018358856902,Good,Primary,No
6593,Employed,413.3063216888125,Poor,Primary,No
6594,Employed,1542.452950476831,Good,Primary,No
6595,Employed,9160.637095254166,Moderate,None,Yes
6596,Unemployed,7327.347417486831,Poor,None,No
6597,Employed,1011.9120681020826,Good,Tertiary,Yes
6598,Unemployed,9617.87164294267,Good,Primary,No
6599,Unemployed,6584.065433313335,Poor,Tertiary,Yes
6600,Student,9303.957799816733,Poor,None,No
6601,Employed,7162.59960352081,Good,None,Yes
6602,Unemployed,3818.461911650519,Poor,Tertiary,No
6603,Student,767.3667941666425,Moderate,None,No
6604,Unemployed,262.24643582551323,Moderate,Tertiary,Yes
6605,Employed,6136.712565097868,Moderate,None,No
6606,Unemployed,5077.10828571602,Moderate,None,No
6607,Student,5840.906027762988,Poor,Tertiary,Yes
6608,Employed,9641.928847099454,Good,Secondary,No
6609,Student,9043.861192609602,Moderate,Tertiary,Yes
6610,Unemployed,3633.2241982232163,Poor,Secondary,No
6611,Student,3252.8908434521404,Poor,Tertiary,Yes
6612,Employed,2912.119126228337,Moderate,Primary,Yes
6613,Unemployed,9412.016240792162,Good,Secondary,Yes
6614,Unemployed,9091.586587453505,Good,None,Yes
6615,Employed,9376.165904443214,Moderate,Primary,No
6616,Employed,2394.440377619525,Poor,Secondary,Yes
6617,Student,4751.369297715376,Moderate,Secondary,Yes
6618,Employed,3615.2559976975067,Moderate,Tertiary,Yes
6619,Student,3296.3756252616918,Good,Tertiary,Yes
6620,Student,1054.6155624964354,Moderate,Secondary,Yes
6621,Employed,8419.434713343995,Good,Secondary,No
6622,Student,3041.5047765650056,Good,Primary,No
6623,Student,3577.160149537385,Poor,Primary,No
6624,Unemployed,6098.782199715908,Good,Secondary,No
6625,Employed,9268.879842569102,Good,Primary,Yes
6626,Unemployed,7269.242996098709,Good,None,Yes
6627,Student,6464.9026281800425,Poor,Secondary,No
6628,Unemployed,1047.4142952284756,Good,Secondary,No
6629,Employed,6274.264915908538,Moderate,None,Yes
6630,Student,2736.0420140653914,Good,Tertiary,No
6631,Employed,6430.494145561591,Good,Tertiary,No
6632,Unemployed,3341.267176457256,Poor,Tertiary,No
6633,Unemployed,858.7979019602947,Good,Secondary,No
6634,Employed,8461.599945347207,Moderate,Secondary,No
6635,Employed,5591.771810954763,Poor,Secondary,Yes
6636,Student,2883.3827845377255,Good,Primary,No
6637,Student,3637.292087719619,Moderate,None,Yes
6638,Employed,6217.529906907246,Moderate,None,Yes
6639,Unemployed,6826.702235187557,Good,Tertiary,Yes
6640,Employed,4919.474154965058,Moderate,Primary,No
6641,Employed,5305.353876815345,Good,None,No
6642,Employed,1155.389601031527,Good,Tertiary,No
6643,Employed,1554.681926812286,Good,Secondary,No
6644,Student,2179.929446020125,Good,Primary,No
6645,Student,5350.156397764103,Good,Tertiary,Yes
6646,Employed,4256.313632279557,Good,None,No
6647,Student,5752.175642872857,Poor,Secondary,No
6648,Unemployed,1811.153533192421,Poor,Primary,Yes
6649,Unemployed,9683.307110672378,Good,Primary,No
6650,Student,6190.3448590578755,Poor,Tertiary,Yes
6651,Student,1367.9031384896682,Moderate,Primary,No
6652,Employed,3765.560921667335,Moderate,Tertiary,No
6653,Unemployed,9804.027981989919,Good,Tertiary,No
6654,Student,9667.064676313546,Poor,Primary,No
6655,Unemployed,794.0968060569821,Moderate,Secondary,Yes
6656,Employed,8325.909506270385,Poor,Primary,Yes
6657,Unemployed,6455.073983925,Poor,Tertiary,Yes
6658,Student,1932.194357852544,Poor,Secondary,Yes
6659,Employed,8349.21128296034,Good,Secondary,Yes
6660,Unemployed,6432.607994752041,Moderate,None,Yes
6661,Student,1221.1766362411618,Moderate,Secondary,No
6662,Unemployed,8494.744115820118,Moderate,Primary,Yes
6663,Employed,7615.788452078601,Moderate,Secondary,No
6664,Unemployed,172.45212711992292,Moderate,Secondary,No
6665,Employed,2619.4726373374792,Good,None,No
6666,Unemployed,2767.064541752781,Good,Secondary,No
6667,Student,4648.233745741748,Moderate,Tertiary,Yes
6668,Student,2380.573394426412,Poor,Tertiary,No
6669,Employed,8294.355749500273,Moderate,Tertiary,No
6670,Student,7048.296466344809,Moderate,None,No
6671,Student,398.35797555908675,Good,Primary,Yes
6672,Unemployed,7098.994647819634,Poor,None,No
6673,Unemployed,9517.877258948469,Moderate,Primary,No
6674,Unemployed,4990.040827519857,Moderate,Secondary,Yes
6675,Student,1902.6855973554627,Poor,Tertiary,No
6676,Employed,8815.924800861532,Good,Tertiary,Yes
6677,Unemployed,6628.314244113018,Good,Tertiary,Yes
6678,Student,4337.230340157385,Poor,None,Yes
6679,Employed,4180.347404141774,Moderate,None,Yes
6680,Employed,2892.8797557794114,Poor,Tertiary,Yes
6681,Unemployed,1152.0126123955456,Good,None,Yes
6682,Student,8734.067667115572,Poor,None,Yes
6683,Unemployed,9833.464840209386,Moderate,Secondary,No
6684,Unemployed,9465.324856233225,Good,Primary,No
6685,Unemployed,1775.7281287533406,Good,Primary,No
6686,Unemployed,4248.025386181745,Poor,Primary,No
6687,Student,2989.6168239118247,Moderate,None,No
6688,Employed,3495.987232538783,Moderate,Primary,Yes
6689,Employed,3298.8861694622506,Poor,Tertiary,Yes
6690,Employed,9301.231666246094,Good,None,No
6691,Student,9474.867842639313,Poor,None,No
6692,Unemployed,500.7969720113081,Poor,Secondary,No
6693,Unemployed,5406.519360970827,Good,Secondary,No
6694,Unemployed,6652.63485719004,Good,Secondary,Yes
6695,Employed,2533.467850102533,Moderate,Secondary,No
6696,Employed,707.0801028132241,Good,None,No
6697,Unemployed,843.1687625098975,Moderate,Tertiary,No
6698,Student,7404.429198093754,Moderate,Primary,Yes
6699,Employed,3714.776716850457,Good,Tertiary,No
6700,Unemployed,5685.250597700075,Moderate,Secondary,No
6701,Unemployed,3234.815382529007,Good,Secondary,Yes
6702,Student,8168.466182604167,Poor,Primary,Yes
6703,Student,1024.6441124736398,Moderate,Primary,Yes
6704,Unemployed,251.7318467417976,Good,Tertiary,No
6705,Employed,4468.530028328968,Good,Primary,No
6706,Unemployed,4095.27973188667,Good,Tertiary,No
6707,Unemployed,265.37729368356617,Moderate,Primary,Yes
6708,Student,8308.001488483998,Poor,Primary,Yes
6709,Student,5427.94578810866,Poor,Tertiary,Yes
6710,Unemployed,8421.945565444494,Good,Secondary,Yes
6711,Unemployed,4630.873883428978,Moderate,Secondary,No
6712,Student,6234.287063299623,Moderate,Tertiary,No
6713,Employed,375.87989229564243,Moderate,Primary,Yes
6714,Student,7858.108883663152,Poor,Secondary,No
6715,Student,720.2294201981038,Good,Primary,No
6716,Employed,2799.828141002446,Moderate,Primary,No
6717,Student,4748.095623461359,Good,Secondary,No
6718,Student,2592.1397838534467,Poor,None,Yes
6719,Employed,683.5218400879696,Poor,None,No
6720,Student,7077.352125785248,Good,Tertiary,Yes
6721,Unemployed,4009.8522006459834,Good,Tertiary,Yes
6722,Unemployed,7424.229862875356,Moderate,Secondary,No
6723,Unemployed,2467.207690830144,Poor,Tertiary,No
6724,Unemployed,4781.585383777894,Moderate,Tertiary,Yes
6725,Unemployed,3611.022542128044,Good,Secondary,No
6726,Unemployed,4408.103113611807,Moderate,Secondary,No
6727,Unemployed,9731.324720048333,Moderate,None,No
6728,Student,4052.469771343828,Good,Tertiary,Yes
6729,Student,5197.867900336487,Moderate,Secondary,No
6730,Unemployed,9599.848233457198,Poor,Primary,Yes
6731,Unemployed,589.0186953973141,Poor,Secondary,Yes
6732,Employed,3254.547970044489,Moderate,Primary,No
6733,Unemployed,2119.343489715175,Moderate,Tertiary,No
6734,Student,4575.191575913944,Good,Secondary,No
6735,Student,1276.702365432257,Poor,Tertiary,Yes
6736,Employed,4658.610664018391,Poor,None,Yes
6737,Employed,2982.693085602274,Poor,Primary,Yes
6738,Student,9683.630525710414,Good,Secondary,Yes
6739,Student,1682.7875348327289,Good,None,Yes
6740,Employed,4698.702627431893,Good,Primary,Yes
6741,Employed,6888.895282007752,Good,Primary,Yes
6742,Unemployed,6070.029370895473,Poor,Secondary,No
6743,Unemployed,3378.940562831573,Good,Primary,Yes
6744,Unemployed,2740.3975351417794,Moderate,Tertiary,Yes
6745,Employed,4161.591427959831,Good,Secondary,No
6746,Employed,792.826024585573,Moderate,None,No
6747,Unemployed,3480.699849217738,Poor,Tertiary,Yes
6748,Employed,6015.312908595013,Good,Secondary,No
6749,Student,9887.805523922809,Moderate,Tertiary,No
6750,Student,6358.409979431355,Poor,Secondary,No
6751,Employed,9472.127904649986,Good,Secondary,No
6752,Employed,153.2939894564202,Poor,Primary,Yes
6753,Student,7754.1411006126245,Good,Tertiary,Yes
6754,Student,4693.209283230692,Poor,Secondary,No
6755,Employed,6220.55946977012,Poor,Primary,Yes
6756,Employed,3647.432266566669,Good,None,Yes
6757,Student,3011.00917902809,Poor,Tertiary,Yes
6758,Unemployed,3579.288784218549,Good,Secondary,No
6759,Unemployed,6025.173280824004,Moderate,None,No
6760,Student,6214.239419553384,Moderate,Primary,No
6761,Unemployed,5565.73532927508,Poor,Primary,No
6762,Student,4129.269805723766,Good,Tertiary,Yes
6763,Unemployed,7851.95536669618,Moderate,None,No
6764,Unemployed,7988.555402050153,Moderate,Secondary,No
6765,Unemployed,7244.124698233935,Moderate,Secondary,No
6766,Unemployed,1807.973181942934,Moderate,None,No
6767,Student,3750.368745562311,Poor,None,No
6768,Student,9111.717628657716,Moderate,None,Yes
6769,Student,4720.76904336527,Moderate,None,Yes
6770,Student,5269.463713823203,Poor,Secondary,No
6771,Student,8225.149044942167,Good,Primary,No
6772,Unemployed,9390.552874006657,Moderate,Secondary,Yes
6773,Student,9369.33584292441,Moderate,Primary,Yes
6774,Unemployed,2625.548758289307,Poor,Secondary,No
6775,Unemployed,821.1986991269907,Moderate,Tertiary,Yes
6776,Employed,5240.189211396576,Poor,Tertiary,No
6777,Student,7002.553237249567,Moderate,Primary,Yes
6778,Student,7705.028021884519,Good,None,No
6779,Employed,6691.988826675366,Moderate,Secondary,No
6780,Employed,978.3682879712744,Poor,Tertiary,No
6781,Employed,3410.464595467825,Moderate,Tertiary,No
6782,Employed,158.9842038426375,Moderate,Tertiary,Yes
6783,Student,7953.310667763453,Good,Tertiary,Yes
6784,Unemployed,945.981164192236,Good,None,No
6785,Student,6050.683463445343,Moderate,Secondary,No
6786,Unemployed,3501.7920032952534,Moderate,Primary,Yes
6787,Student,4668.79238763881,Poor,None,Yes
6788,Unemployed,2994.9618416551834,Good,None,Yes
6789,Employed,7415.753110967626,Poor,Primary,No
6790,Student,3379.21848396097,Good,Secondary,Yes
6791,Employed,7184.515676286358,Good,Primary,Yes
6792,Employed,3896.90520083374,Good,Primary,No
6793,Student,4143.272676003157,Poor,Tertiary,No
6794,Student,5498.739976211843,Poor,Secondary,Yes
6795,Student,4407.538114077686,Poor,Secondary,Yes
6796,Employed,5951.401275980134,Poor,Primary,Yes
6797,Unemployed,9186.713467232561,Good,None,No
6798,Student,3681.8627871067965,Moderate,Primary,Yes
6799,Student,7129.543395721958,Good,None,Yes
6800,Student,8747.287309793051,Moderate,None,No
6801,Unemployed,912.1072092359535,Moderate,None,No
6802,Student,5624.605980262773,Good,Secondary,No
6803,Unemployed,1274.733756740604,Poor,Tertiary,Yes
6804,Unemployed,7898.389769014519,Poor,Primary,Yes
6805,Unemployed,3772.5574073396633,Moderate,Tertiary,No
6806,Employed,5164.801528956063,Good,Tertiary,No
6807,Unemployed,5371.437688071107,Poor,Tertiary,Yes
6808,Student,5876.018353231819,Poor,Primary,Yes
6809,Student,9797.907244989236,Good,Secondary,Yes
6810,Unemployed,5166.390635282487,Poor,None,Yes
6811,Unemployed,7525.582954030203,Poor,Primary,No
6812,Unemployed,9768.5716027247,Good,Secondary,No
6813,Student,7659.674229490062,Moderate,Secondary,No
6814,Student,8355.058639544037,Good,Secondary,Yes
6815,Student,540.2791263371307,Good,Primary,No
6816,Unemployed,1968.209246961168,Good,Tertiary,Yes
6817,Student,6820.556136064417,Poor,Secondary,Yes
6818,Unemployed,9027.960518308228,Poor,Secondary,Yes
6819,Unemployed,725.7475613393573,Poor,Secondary,Yes
6820,Employed,8114.091367272173,Poor,Primary,Yes
6821,Student,1944.938453608366,Moderate,Tertiary,No
6822,Unemployed,4509.889846786423,Poor,Tertiary,No
6823,Employed,8454.898406338703,Good,None,No
6824,Unemployed,1798.0720174629116,Moderate,Secondary,Yes
6825,Student,6587.564200213412,Good,Secondary,No
6826,Student,8311.604860039584,Poor,Secondary,Yes
6827,Employed,6304.94231091004,Good,Primary,No
6828,Student,376.6951466135744,Good,Secondary,No
6829,Unemployed,6586.0984749844565,Poor,Primary,Yes
6830,Employed,1910.0224620281579,Moderate,None,No
6831,Student,1880.9558442181724,Good,Tertiary,Yes
6832,Student,3974.9502784889487,Good,Primary,No
6833,Unemployed,7749.71330078613,Moderate,Primary,No
6834,Unemployed,1064.5586400802638,Moderate,Primary,Yes
6835,Employed,4917.52279198526,Good,Tertiary,Yes
6836,Unemployed,8902.899613895432,Moderate,Secondary,Yes
6837,Student,4875.8944884353305,Poor,None,Yes
6838,Employed,3184.0048027755106,Poor,Tertiary,Yes
6839,Employed,2856.5011235719844,Moderate,None,Yes
6840,Employed,9882.915140875464,Good,Tertiary,No
6841,Student,1167.3613325409538,Moderate,None,Yes
6842,Student,4176.2297492621465,Good,Primary,Yes
6843,Employed,7520.762030167757,Moderate,Secondary,No
6844,Student,3140.200567933708,Moderate,Tertiary,No
6845,Employed,8458.895709114258,Good,Secondary,No
6846,Unemployed,6195.780927512292,Good,None,Yes
6847,Employed,4662.824665816331,Poor,Tertiary,Yes
6848,Student,9258.008997333593,Poor,Tertiary,Yes
6849,Unemployed,3809.7275814442723,Good,None,Yes
6850,Student,9660.54791353989,Moderate,Tertiary,No
6851,Employed,815.2958484588128,Moderate,Primary,Yes
6852,Unemployed,489.40060371215196,Moderate,Primary,Yes
6853,Employed,910.0080301515646,Good,Tertiary,Yes
6854,Unemployed,941.7227678406771,Good,Secondary,Yes
6855,Unemployed,2397.6472593187873,Good,Secondary,Yes
6856,Unemployed,4133.21877777484,Poor,None,No
6857,Student,8132.665135947236,Good,Primary,Yes
6858,Unemployed,3966.814907956988,Poor,Tertiary,Yes
6859,Student,1353.2257897205927,Good,Tertiary,Yes
6860,Employed,406.888585137362,Moderate,Tertiary,Yes
6861,Unemployed,5621.151130102936,Good,None,Yes
6862,Employed,2389.7132913841133,Moderate,Secondary,Yes
6863,Unemployed,3673.72719557479,Poor,Secondary,No
6864,Unemployed,2495.3373269911895,Moderate,None,Yes
6865,Employed,4114.353938371531,Poor,None,Yes
6866,Unemployed,9733.487588947924,Moderate,Tertiary,Yes
6867,Employed,9733.77638462765,Poor,Secondary,No
6868,Student,7158.98258991589,Moderate,None,No
6869,Student,2441.146225566384,Good,Secondary,No
6870,Student,8553.952266442047,Good,None,No
6871,Student,205.65300231905127,Moderate,Primary,No
6872,Unemployed,5195.441764551173,Moderate,Primary,No
6873,Employed,8781.818090867304,Good,Primary,No
6874,Unemployed,4244.769393782708,Good,Tertiary,No
6875,Student,2527.1201486883083,Poor,Secondary,No
6876,Employed,6298.48294939817,Poor,Secondary,No
6877,Unemployed,8201.410020828554,Good,Secondary,Yes
6878,Unemployed,6726.113187619221,Poor,Primary,No
6879,Student,2601.6573843023593,Good,Tertiary,Yes
6880,Student,1341.925305589615,Moderate,Primary,No
6881,Employed,2810.805774507107,Moderate,None,No
6882,Unemployed,1520.1621619184548,Good,Primary,No
6883,Student,9588.810574278767,Moderate,Primary,No
6884,Unemployed,3743.474027827832,Good,Secondary,Yes
6885,Student,9678.560216594864,Poor,None,Yes
6886,Employed,5806.2314495620285,Moderate,Primary,No
6887,Student,6935.742795354987,Good,Secondary,Yes
6888,Employed,9106.939927820747,Poor,Secondary,No
6889,Unemployed,9936.89062138751,Good,None,Yes
6890,Student,9495.608107819045,Moderate,Secondary,No
