infrastructure_key,road_quality,access_to_water,access_to_electricity,mobile_network_coverage,internet_coverage
4672,Poor,Moderate,No Access,3G,Limited Access
4673,Poor,Limited,No Access,4G,Full Access
4674,Good,Moderate,Partial Access,4G,Full Access
4675,Poor,Limited,Full Access,3G,Full Access
4676,Fair,Moderate,No Access,5G,Full Access
4677,Fair,Moderate,Full Access,3G,No Access
4678,Fair,Limited,Full Access,4G,Full Access
4679,Poor,High,Full Access,2G,No Access
4680,Fair,Moderate,Full Access,2G,Full Access
4681,Fair,Moderate,Full Access,4G,No Access
4682,Poor,Moderate,Full Access,2G,Limited Access
4683,Fair,High,Full Access,4G,Full Access
4684,Fair,High,Partial Access,4G,Limited Access
4685,Excellent,Moderate,Full Access,5G,No Access
4686,Poor,High,Full Access,5G,Full Access
4687,Good,High,No Access,5G,Limited Access
4688,Good,Limited,Full Access,3G,Full Access
4689,Poor,High,Full Access,5G,Full Access
4690,Fair,High,Full Access,3G,Limited Access
4691,Excellent,High,Full Access,5G,Limited Access
4692,Poor,High,No Access,3G,Limited Access
4693,Excellent,Limited,Partial Access,4G,No Access
4694,Fair,Limited,Full Access,5G,Full Access
4695,Good,Moderate,Partial Access,3G,Full Access
4696,Fair,Moderate,No Access,4G,Full Access
4697,Poor,Moderate,No Access,3G,Limited Access
4698,Excellent,High,No Access,3G,No Access
4699,Fair,Moderate,Partial Access,2G,Full Access
4700,Excellent,Moderate,Full Access,5G,Limited Access
4701,Fair,High,No Access,3G,No Access
4702,Good,High,Partial Access,3G,Limited Access
4703,Good,High,No Access,5G,No Access
4704,Poor,Moderate,Full Access,4G,Full Access
4705,Fair,High,No Access,3G,Limited Access
4706,Good,Moderate,Partial Access,5G,Full Access
4707,Poor,Limited,No Access,2G,No Access
4708,Excellent,High,Full Access,4G,Full Access
4709,Fair,High,Partial Access,3G,Limited Access
4710,Good,Limited,No Access,3G,Limited Access
4711,Good,Limited,Partial Access,5G,No Access
4712,Excellent,Limited,No Access,4G,Full Access
4713,Excellent,Limited,Partial Access,3G,Limited Access
4714,Fair,Limited,Full Access,5G,No Access
4715,Poor,High,No Access,5G,Full Access
4716,Excellent,Limited,Partial Access,3G,No Access
4717,Poor,Limited,Partial Access,4G,No Access
4718,Fair,High,Partial Access,2G,Full Access
4719,Excellent,Limited,Full Access,2G,No Access
4720,Excellent,Limited,Partial Access,4G,Full Access
4721,Fair,Limited,No Access,2G,Full Access
4722,Good,Moderate,Partial Access,3G,Full Access
4723,Excellent,Limited,Partial Access,3G,Limited Access
4724,Excellent,High,Full Access,4G,No Access
4725,Good,Moderate,No Access,4G,No Access
4726,Excellent,Moderate,Full Access,5G,Limited Access
4727,Poor,Limited,Partial Access,2G,Full Access
4728,Fair,Moderate,Partial Access,3G,Full Access
4729,Poor,Limited,No Access,4G,No Access
4730,Excellent,High,Partial Access,3G,Full Access
4731,Good,Moderate,Partial Access,2G,Full Access
4732,Good,Limited,Partial Access,3G,Limited Access
4733,Fair,High,Partial Access,5G,Full Access
4734,Poor,Limited,Partial Access,4G,Limited Access
4735,Poor,High,No Access,3G,Full Access
4736,Poor,Limited,Partial Access,3G,No Access
4737,Good,Limited,Full Access,2G,Full Access
4738,Fair,High,No Access,5G,Limited Access
4739,Poor,High,No Access,4G,No Access
4740,Excellent,High,Full Access,4G,Limited Access
4741,Poor,High,Partial Access,4G,Full Access
4742,Good,High,No Access,4G,Limited Access
4743,Excellent,Limited,Full Access,5G,Full Access
4744,Excellent,Limited,Partial Access,5G,Limited Access
4745,Excellent,Limited,No Access,3G,Full Access
4746,Good,Limited,No Access,3G,Full Access
4747,Excellent,Moderate,No Access,2G,No Access
4748,Poor,Moderate,No Access,2G,Full Access
4749,Fair,Limited,Partial Access,3G,Full Access
4750,Good,High,No Access,2G,Limited Access
4751,Poor,High,Partial Access,5G,Limited Access
4752,Poor,Limited,No Access,2G,Full Access
4753,Fair,Limited,Full Access,5G,No Access
4754,Fair,Limited,Partial Access,3G,No Access
4755,Poor,Moderate,No Access,2G,Limited Access
4756,Poor,Moderate,No Access,2G,Limited Access
4757,Good,High,Full Access,2G,No Access
4758,Fair,High,Full Access,2G,Full Access
4759,Fair,High,Full Access,3G,Limited Access
4760,Good,High,No Access,3G,Full Access
4761,Fair,High,Partial Access,5G,No Access
4762,Good,High,No Access,2G,No Access
4763,Excellent,Moderate,Full Access,3G,Limited Access
4764,Excellent,Limited,No Access,3G,No Access
4765,Good,Limited,Partial Access,2G,Limited Access
4766,Good,Moderate,No Access,4G,Limited Access
4767,Good,Moderate,Full Access,4G,Limited Access
4768,Good,High,No Access,5G,Limited Access
4769,Poor,Moderate,Partial Access,5G,Limited Access
4770,Good,Limited,Partial Access,4G,Limited Access
4771,Good,Moderate,Full Access,2G,Full Access
4772,Good,Limited,Partial Access,5G,Limited Access
4773,Good,High,Partial Access,4G,Full Access
4774,Poor,Limited,Partial Access,2G,Limited Access
4775,Excellent,Limited,Partial Access,4G,Limited Access
4776,Poor,High,No Access,5G,Full Access
4777,Good,Moderate,No Access,2G,Limited Access
4778,Fair,Moderate,Partial Access,3G,Limited Access
4779,Excellent,Moderate,Full Access,3G,Limited Access
4780,Good,Moderate,Full Access,4G,Limited Access
4781,Good,High,Full Access,5G,Full Access
4782,Good,High,Partial Access,2G,Full Access
4783,Poor,Limited,No Access,4G,Full Access
4784,Excellent,Moderate,Partial Access,2G,Limited Access
4785,Poor,Limited,Full Access,2G,Full Access
4786,Fair,High,Full Access,5G,Full Access
4787,Excellent,Limited,No Access,5G,No Access
4788,Poor,Moderate,Full Access,3G,Limited Access
4789,Good,Limited,Full Access,5G,No Access
4790,Good,Limited,Partial Access,4G,Limited Access
4791,Poor,Limited,Partial Access,4G,Full Access
4792,Good,Limited,Partial Access,2G,No Access
4793,Fair,High,Partial Access,5G,Full Access
4794,Poor,Limited,No Access,5G,Full Access
4795,Poor,Moderate,No Access,5G,No Access
4796,Fair,Moderate,No Access,2G,Full Access
4797,Poor,Moderate,No Access,4G,Full Access
4798,Excellent,High,No Access,5G,Limited Access
4799,Excellent,Moderate,Full Access,2G,No Access
4800,Excellent,Moderate,Full Access,2G,Full Access
4801,Fair,High,Partial Access,5G,Limited Access
4802,Poor,High,Full Access,5G,Full Access
4803,Poor,Moderate,No Access,5G,Limited Access
4804,Good,Moderate,No Access,5G,Full Access
4805,Fair,Moderate,No Access,3G,No Access
4806,Poor,High,No Access,2G,No Access
4807,Fair,High,No Access,2G,No Access
4808,Fair,Limited,Full Access,2G,Limited Access
4809,Fair,Limited,No Access,3G,No Access
4810,Fair,Moderate,No Access,5G,Full Access
4811,Excellent,Moderate,No Access,3G,Limited Access
4812,Excellent,High,No Access,4G,Full Access
4813,Excellent,High,Full Access,3G,Limited Access
4814,Poor,High,No Access,5G,Limited Access
4815,Good,Moderate,Partial Access,3G,No Access
4816,Fair,Limited,Full Access,5G,Limited Access
4817,Excellent,Moderate,No Access,5G,Full Access
4818,Fair,Limited,Partial Access,4G,Limited Access
4819,Good,Limited,No Access,2G,Full Access
4820,Fair,Moderate,Full Access,3G,Limited Access
4821,Good,Moderate,Partial Access,2G,No Access
4822,Poor,High,Full Access,4G,Full Access
4823,Fair,Limited,Full Access,4G,Limited Access
4824,Excellent,Moderate,No Access,2G,Full Access
4825,Poor,Limited,No Access,4G,No Access
4826,Fair,High,No Access,5G,No Access
4827,Fair,High,No Access,4G,No Access
4828,Good,High,No Access,4G,Full Access
4829,Fair,High,Partial Access,3G,Full Access
4830,Fair,Limited,No Access,4G,Full Access
4831,Fair,Moderate,No Access,3G,Full Access
4832,Good,Moderate,No Access,3G,Limited Access
4833,Good,Limited,Full Access,5G,Full Access
4834,Poor,Moderate,Full Access,3G,Limited Access
4835,Good,High,No Access,2G,Full Access
4836,Poor,Limited,Full Access,2G,Full Access
4837,Excellent,Moderate,Full Access,5G,Full Access
4838,Fair,Limited,Full Access,2G,Limited Access
4839,Excellent,Limited,Full Access,3G,Limited Access
4840,Good,Limited,Partial Access,5G,Full Access
4841,Fair,Limited,No Access,4G,Full Access
4842,Fair,High,Partial Access,2G,Full Access
4843,Poor,High,Partial Access,2G,Full Access
4844,Fair,High,Partial Access,5G,No Access
4845,Poor,Moderate,Full Access,2G,Limited Access
4846,Poor,Moderate,Full Access,3G,Full Access
4847,Good,Limited,No Access,4G,No Access
4848,Good,Moderate,Partial Access,4G,Limited Access
4849,Good,Limited,Partial Access,4G,No Access
4850,Good,Moderate,No Access,5G,Full Access
4851,Good,Limited,Full Access,4G,Limited Access
4852,Poor,Moderate,Partial Access,4G,Full Access
4853,Fair,Limited,No Access,5G,Full Access
4854,Good,Limited,No Access,2G,Limited Access
4855,Excellent,Limited,Full Access,2G,No Access
4856,Poor,Limited,Full Access,5G,Limited Access
4857,Poor,Limited,No Access,3G,Full Access
4858,Poor,High,Partial Access,3G,Limited Access
4859,Excellent,Moderate,Full Access,4G,Limited Access
4860,Poor,Limited,Partial Access,4G,Full Access
4861,Poor,Moderate,No Access,4G,No Access
4862,Excellent,Moderate,Full Access,2G,No Access
4863,Poor,High,Full Access,2G,Full Access
4864,Fair,High,Partial Access,5G,No Access
4865,Excellent,Limited,No Access,3G,Full Access
4866,Excellent,Limited,Partial Access,4G,Full Access
4867,Excellent,Limited,Full Access,4G,No Access
4868,Fair,Moderate,Full Access,4G,Full Access
4869,Poor,Limited,No Access,5G,Limited Access
4870,Good,High,No Access,2G,Limited Access
4871,Poor,Moderate,Partial Access,3G,Limited Access
4872,Good,High,Full Access,5G,Full Access
4873,Excellent,Moderate,Partial Access,3G,No Access
4874,Poor,High,Partial Access,3G,Limited Access
4875,Excellent,High,Partial Access,2G,No Access
4876,Fair,Limited,Full Access,4G,Full Access
4877,Excellent,Limited,No Access,5G,No Access
4878,Fair,Moderate,Partial Access,5G,Full Access
4879,Poor,High,Partial Access,3G,Limited Access
4880,Good,Moderate,Full Access,3G,Full Access
4881,Poor,High,Full Access,3G,Limited Access
4882,Fair,Moderate,Full Access,4G,No Access
4883,Fair,High,Partial Access,3G,Limited Access
4884,Good,High,No Access,2G,No Access
4885,Poor,Moderate,No Access,3G,Limited Access
4886,Good,Limited,Partial Access,2G,Limited Access
4887,Good,Moderate,Full Access,2G,Limited Access
4888,Poor,Limited,Full Access,4G,No Access
4889,Poor,Moderate,Partial Access,5G,No Access
4890,Fair,Limited,Full Access,2G,Full Access
4891,Poor,High,Full Access,5G,Full Access
4892,Excellent,Moderate,Full Access,4G,Limited Access
4893,Good,Moderate,Full Access,3G,Full Access
4894,Excellent,High,Full Access,5G,No Access
4895,Fair,Moderate,Partial Access,4G,Full Access
4896,Good,Moderate,Partial Access,3G,Full Access
4897,Fair,Moderate,No Access,5G,Full Access
4898,Excellent,Limited,Full Access,4G,No Access
4899,Poor,High,No Access,3G,Limited Access
4900,Good,Limited,Partial Access,2G,No Access
4901,Good,Moderate,No Access,5G,Limited Access
4902,Good,High,No Access,5G,Limited Access
4903,Poor,Limited,Partial Access,5G,Limited Access
4904,Poor,Moderate,Partial Access,3G,Full Access
4905,Fair,High,Full Access,5G,Limited Access
4906,Poor,Moderate,Partial Access,2G,Full Access
4907,Good,Moderate,No Access,4G,Full Access
4908,Fair,Limited,Full Access,2G,No Access
4909,Poor,High,Partial Access,2G,Full Access
4910,Fair,Limited,Partial Access,4G,Full Access
4911,Excellent,Limited,Full Access,5G,Full Access
4912,Excellent,Moderate,Full Access,3G,No Access
4913,Excellent,Moderate,Partial Access,4G,No Access
4914,Excellent,Limited,No Access,2G,Limited Access
4915,Excellent,High,Full Access,2G,No Access
4916,Good,High,No Access,4G,No Access
4917,Excellent,High,Partial Access,5G,Full Access
4918,Good,High,No Access,2G,Full Access
4919,Excellent,Moderate,Full Access,5G,Limited Access
4920,Fair,High,Partial Access,3G,Full Access
4921,Excellent,Moderate,No Access,3G,Full Access
4922,Fair,High,Partial Access,3G,Full Access
4923,Fair,Moderate,No Access,3G,No Access
4924,Fair,Limited,Partial Access,2G,Limited Access
4925,Poor,Limited,Partial Access,2G,No Access
4926,Good,Limited,No Access,5G,Full Access
4927,Poor,Limited,Full Access,3G,Full Access
4928,Excellent,Moderate,Full Access,4G,Limited Access
4929,Good,Moderate,Partial Access,3G,Full Access
4930,Fair,High,Partial Access,2G,Full Access
4931,Poor,Limited,Full Access,2G,Full Access
4932,Poor,Limited,Full Access,2G,No Access
4933,Excellent,Limited,Partial Access,2G,Full Access
4934,Poor,High,No Access,3G,No Access
4935,Poor,High,No Access,5G,Full Access
4936,Good,Moderate,Partial Access,4G,No Access
4937,Excellent,High,Partial Access,2G,No Access
4938,Poor,High,Partial Access,3G,No Access
4939,Excellent,Moderate,Partial Access,2G,No Access
4940,Poor,Limited,Partial Access,5G,Limited Access
4941,Fair,High,Partial Access,5G,Limited Access
4942,Excellent,Limited,Full Access,5G,No Access
4943,Fair,Moderate,Full Access,4G,Limited Access
4944,Fair,Limited,Full Access,4G,No Access
4945,Good,Moderate,Full Access,5G,Limited Access
4946,Excellent,Limited,No Access,4G,No Access
4947,Excellent,Moderate,Full Access,2G,No Access
4948,Fair,Limited,Full Access,4G,Limited Access
4949,Poor,High,Partial Access,3G,Limited Access
4950,Good,Moderate,No Access,3G,Full Access
4951,Excellent,High,No Access,2G,No Access
4952,Good,Limited,Full Access,4G,Full Access
4953,Fair,Moderate,Partial Access,2G,No Access
4954,Good,Moderate,Full Access,2G,Limited Access
4955,Poor,Moderate,No Access,5G,No Access
4956,Fair,Limited,No Access,5G,Limited Access
4957,Fair,Moderate,Partial Access,5G,Limited Access
4958,Fair,High,No Access,3G,Limited Access
4959,Good,Moderate,Full Access,3G,No Access
4960,Fair,Moderate,Full Access,3G,No Access
4961,Excellent,Moderate,Partial Access,4G,No Access
4962,Excellent,High,No Access,2G,Limited Access
4963,Good,Moderate,No Access,5G,Full Access
4964,Excellent,Moderate,No Access,2G,Full Access
4965,Excellent,High,Partial Access,3G,Limited Access
4966,Fair,High,Partial Access,3G,Limited Access
4967,Fair,High,Full Access,3G,Limited Access
4968,Fair,Moderate,Full Access,5G,Limited Access
4969,Excellent,Limited,Full Access,5G,Full Access
4970,Fair,High,No Access,4G,Full Access
4971,Good,High,Partial Access,4G,No Access
4972,Fair,Limited,No Access,2G,Limited Access
4973,Fair,Moderate,Partial Access,4G,No Access
4974,Poor,High,Full Access,4G,Limited Access
4975,Fair,High,Full Access,4G,Limited Access
4976,Fair,Limited,Full Access,3G,Full Access
4977,Fair,High,Partial Access,3G,Limited Access
4978,Good,High,No Access,3G,No Access
4979,Poor,High,No Access,4G,No Access
4980,Excellent,High,Partial Access,5G,Full Access
4981,Poor,High,Partial Access,5G,No Access
4982,Excellent,High,Full Access,4G,No Access
4983,Good,Limited,Partial Access,3G,Limited Access
4984,Excellent,High,No Access,3G,No Access
4985,Poor,Limited,Partial Access,2G,No Access
4986,Good,Limited,Full Access,4G,No Access
4987,Excellent,Limited,Full Access,4G,Limited Access
4988,Fair,Moderate,Full Access,3G,Limited Access
4989,Excellent,High,Full Access,5G,No Access
4990,Good,Moderate,Full Access,5G,Full Access
4991,Good,Moderate,Full Access,4G,Limited Access
4992,Poor,Moderate,No Access,2G,Limited Access
4993,Good,High,No Access,3G,Limited Access
4994,Excellent,High,Full Access,2G,No Access
4995,Good,Limited,No Access,3G,Limited Access
4996,Fair,Moderate,Full Access,5G,No Access
4997,Excellent,Moderate,Partial Access,3G,Full Access
4998,Poor,Moderate,Partial Access,3G,Full Access
4999,Excellent,Limited,Partial Access,5G,Full Access
5000,Poor,Moderate,Partial Access,3G,No Access
5001,Fair,High,Partial Access,2G,Full Access
5002,Good,Limited,No Access,4G,No Access
5003,Fair,High,Full Access,2G,Limited Access
5004,Poor,Limited,Full Access,3G,No Access
5005,Fair,High,No Access,3G,Full Access
5006,Good,Limited,Partial Access,5G,Limited Access
5007,Poor,Moderate,Partial Access,2G,Full Access
5008,Fair,Moderate,Full Access,2G,Limited Access
5009,Good,Limited,No Access,4G,No Access
5010,Excellent,Moderate,No Access,5G,Full Access
5011,Fair,Limited,Full Access,3G,Full Access
5012,Poor,Limited,Partial Access,4G,Full Access
5013,Excellent,Limited,Full Access,4G,Limited Access
5014,Good,Limited,Partial Access,2G,Limited Access
5015,Excellent,High,No Access,5G,Full Access
5016,Excellent,High,Full Access,5G,Limited Access
5017,Poor,High,Full Access,5G,Limited Access
5018,Good,Moderate,Partial Access,4G,Full Access
5019,Good,Limited,Full Access,4G,No Access
5020,Poor,High,Partial Access,2G,No Access
5021,Good,Moderate,Full Access,5G,No Access
5022,Fair,Moderate,No Access,2G,Full Access
5023,Good,Limited,No Access,3G,No Access
5024,Poor,High,Full Access,5G,No Access
5025,Good,Limited,Full Access,2G,Limited Access
5026,Fair,Moderate,No Access,4G,No Access
5027,Excellent,High,No Access,5G,Full Access
5028,Good,Moderate,No Access,2G,Full Access
5029,Excellent,Limited,Full Access,2G,Limited Access
5030,Fair,Limited,No Access,3G,No Access
5031,Excellent,Limited,Full Access,3G,No Access
5032,Poor,Limited,Partial Access,5G,Full Access
5033,Excellent,Limited,Full Access,3G,No Access
5034,Poor,High,Partial Access,3G,Full Access
5035,Good,Moderate,No Access,4G,Full Access
5036,Excellent,High,No Access,5G,Full Access
5037,Good,Limited,Full Access,5G,Full Access
5038,Fair,High,Full Access,3G,Full Access
5039,Poor,Moderate,Full Access,4G,Limited Access
5040,Poor,Limited,No Access,5G,Limited Access
5041,Excellent,Limited,Partial Access,3G,Limited Access
5042,Fair,Limited,Partial Access,3G,Full Access
5043,Good,High,Full Access,2G,Full Access
5044,Excellent,High,Full Access,5G,No Access
5045,Excellent,Limited,No Access,4G,No Access
5046,Excellent,High,No Access,4G,Limited Access
5047,Poor,Moderate,Full Access,4G,Limited Access
5048,Good,High,Full Access,5G,No Access
5049,Fair,High,No Access,4G,Limited Access
5050,Poor,Moderate,No Access,4G,Limited Access
5051,Fair,Moderate,Full Access,3G,Full Access
5052,Excellent,Moderate,No Access,2G,Limited Access
5053,Fair,Limited,Full Access,2G,Full Access
5054,Excellent,High,Partial Access,3G,Full Access
5055,Good,Moderate,Partial Access,3G,Limited Access
